Mol,HFE,Temp,hnc_w_40,hnc_w_80,hnc_w_120,hnc_w_160,hnc_w_200,hnc_w_240,hnc_w_280,hnc_w_320,hnc_w_360,hnc_w_400,hnc_w_440,hnc_w_480,hnc_w_520,hnc_w_560,hnc_w_600,hnc_w_640,hnc_w_680,hnc_w_720,hnc_w_760,hnc_w_800,hnc_w_840,hnc_w_880,hnc_w_920,hnc_w_960,hnc_w_1000,hnc_w_1040,hnc_w_1080,hnc_w_1120,hnc_w_1160,hnc_w_1200,hnc_w_1240,hnc_w_1280,hnc_w_1320,hnc_w_1360,hnc_w_1400,hnc_w_1440,hnc_w_1480,hnc_w_1520,hnc_w_1560,hnc_w_1600,hnc_w_1640,hnc_w_1680,hnc_w_1720,hnc_w_1760,hnc_w_1800,hnc_w_1840,hnc_w_1880,hnc_w_1920,hnc_w_1960,hnc_w_2000,hnc_w_2040,hnc_w_2080,hnc_w_2120,hnc_w_2160,hnc_w_2200,hnc_w_2240,hnc_w_2280,hnc_w_2320,hnc_w_2360,hnc_w_2400,hnc_w_2440,hnc_w_2480,hnc_w_2520,hnc_w_2560,hnc_w_2600,hnc_w_2640,hnc_w_2680,hnc_w_2720,hnc_w_2760,hnc_w_2800,hnc_w_2840,hnc_w_2880,hnc_w_2920,hnc_w_2960,hnc_w_3000,hnc_w_3040,hnc_w_3080,hnc_w_3120,hnc_w_3160,hnc_w_3200,hnc_w_3240,hnc_w_3280,hnc_w_3320,hnc_w_3360,hnc_w_3400,hnc_w_3440,hnc_w_3480,hnc_w_3520,hnc_w_3560,hnc_w_3600,hnc_w_3640,hnc_w_3680,hnc_w_3720,hnc_w_3760,hnc_w_3800,hnc_w_3840,hnc_w_3880,hnc_w_3920,hnc_w_3960,hnc_w_4000,hnc_w_4040,hnc_w_4080,hnc_w_4120,hnc_w_4160,hnc_w_4200,hnc_w_4240,hnc_w_4280,hnc_w_4320,hnc_w_4360,hnc_w_4400,hnc_w_4440,hnc_w_4480,hnc_w_4520,hnc_w_4560,hnc_w_4600,hnc_w_4640,hnc_w_4680,hnc_w_4720,hnc_w_4760,hnc_w_4800,hnc_w_4840,hnc_w_4880,hnc_w_4920,hnc_w_4960,hnc_w_5000,hnc_w_5040,hnc_w_5080,hnc_w_5120,hnc_w_5160,hnc_w_5200,hnc_w_5240,hnc_w_5280,hnc_w_5320,hnc_w_5360,hnc_w_5400,hnc_w_5440,hnc_w_5480,hnc_w_5520,hnc_w_5560,hnc_w_5600,hnc_w_5640,hnc_w_5680,hnc_w_5720,hnc_w_5760,hnc_w_5800,hnc_w_5840,hnc_w_5880,hnc_w_5920,hnc_w_5960,hnc_w_6000,hnc_w_6040,hnc_w_6080,hnc_w_6120,hnc_w_6160,hnc_w_6200,hnc_w_6240,hnc_w_6280,hnc_w_6320,hnc_w_6360,hnc_w_6400
test0016,-3.82,298,0.035687077,0.14452323,0.326267724,0.580557443,0.906969279,1.304602692,1.771549989,2.305061206,2.903110843,3.564799359,4.288273167,5.070106619,5.907808546,6.800350615,7.745605313,8.739547834,9.777089694,10.85217241,11.95768922,13.08619971,14.23187592,15.39090875,16.5613011,17.74429102,18.94420945,20.16721759,21.42156763,22.71807361,24.07624447,25.5160196,26.23068781,20.10076681,0.495981903,-23.32647587,-36.99636863,-40.05680655,-36.69901602,-29.79256118,-21.90007427,-13.7473924,-5.507377297,2.713144802,10.44306409,16.24834252,17.55239407,11.96305067,-0.418579425,-16.33203336,-32.04658948,-44.37215067,-50.72243107,-48.96684306,-35.68705476,-7.13583749,35.64259046,85.11468932,125.5758279,153.2446023,168.4258044,172.7409609,168.2635594,157.5700416,142.0963373,123.0661131,101.7991468,79.55384442,57.25582486,35.39273394,14.19904681,-6.310917231,-25.96724768,-44.23423397,-60.71608835,-75.00337098,-86.63652257,-95.24227983,-100.6412864,-102.7729925,-101.5202298,-96.96900756,-89.55164462,-79.82046176,-68.30824349,-55.69693979,-42.79397568,-30.56664394,-19.56756847,-10.03638839,-2.023620638,4.536466788,9.802329924,13.98168588,17.28794344,19.91755516,22.06891845,23.92819651,25.61579925,27.12810022,28.34830604,29.1119751,29.30152845,28.92842179,28.15712416,27.15704694,26.06207557,24.93636028,23.80309053,22.70236978,21.66649991,20.6890335,19.73092004,18.68155972,17.32867632,15.42511055,12.7727972,9.300501162,5.055216324,0.185273159,-5.075511602,-10.4789464,-15.75934642,-20.70502062,-25.17613732,-29.07852661,-32.32316472,-34.80661368,-36.42979032,-37.12932003,-36.88771604,-35.73145449,-33.73789636,-31.00446449,-27.62307917,-23.67795395,-19.2680851,-14.51891287,-9.602105163,-4.721665878,-0.077490499,4.16028714,7.861922909,10.93911034,13.34972534,15.1159103,16.3218881,17.10044568,17.58152681,17.86195856,17.98956524,17.96991332,17.78086067,17.37341967,16.69292432,15.70724412,14.41613607,12.83429623,11.00921952,9.020037019,6.959885224,4.914868287
0062dio,-5.05,298,0.032248699,0.130879222,0.29618239,0.528492421,0.829098026,1.198942195,1.635186672,2.131142747,2.681435392,3.284625922,3.940833004,4.649593723,5.411466028,6.227377919,7.094644222,8.008524038,8.966194211,9.964471084,10.99748293,12.05757226,13.13622952,14.2275852,15.33078563,16.45015739,17.59612764,18.78405952,20.03146017,21.35995883,22.79422906,24.34166968,25.20958747,18.30994491,-6.860967097,-40.65377239,-61.80260958,-64.90454573,-56.51671296,-42.00468757,-26.61230789,-12.379886,0.117081257,10.8455938,19.53215262,24.82461267,24.6860676,18.40467844,7.761969543,-4.02616494,-13.93938834,-20.21912963,-22.86602101,-21.17062969,-12.55962009,6.116094262,34.90045556,69.20452131,102.0538144,127.0584112,139.2359511,140.434795,133.483391,120.8400544,104.5692216,86.38707242,68.11187831,50.37902339,33.50883491,17.97171939,3.957380677,-8.637292279,-19.96489361,-30.17999359,-39.3676385,-47.49948618,-54.38673422,-59.73283941,-63.3236337,-65.13046927,-65.29172671,-64.03723691,-61.54514917,-57.90658871,-53.08870158,-47.04347822,-39.92704495,-32.22440385,-24.6922092,-18.03295636,-12.50365542,-7.985898694,-4.257267115,-1.185721279,1.339599032,3.49002697,5.465044689,7.461586572,9.629187234,11.99420367,14.42925861,16.6888005,18.55067091,19.95958265,21.0227487,21.90672252,22.7545385,23.63817906,24.54393284,25.39863336,26.10230206,26.52910455,26.49989113,25.77088038,24.09957922,21.34888531,17.52648432,12.79246801,7.411785754,1.665727175,-4.196849827,-9.957963016,-15.42916167,-20.41006133,-24.7365404,-28.31749892,-31.08969258,-33.0173348,-34.09562194,-34.354283,-33.85841882,-32.69809774,-30.96621623,-28.74828934,-26.12585642,-23.17823004,-19.97925033,-16.60176577,-13.11777439,-9.597359194,-6.106851617,-2.706934119,0.550439021,3.622160839,6.468467265,9.049593169,11.32719842,13.26545055,14.84074257,16.05147381,16.90455959,17.41300234,17.59497098,17.47243878,17.0699879,16.41411032,15.53299268,14.45621273,13.21441852,11.84035091,10.36402485,8.813945999
test1037,-10.7,298,0.049083611,0.199157856,0.451018738,0.80555062,1.263192085,1.823510461,2.485095563,3.245797608,4.103810918,5.058327406,6.107900086,7.249869932,8.482851901,9.80686515,11.21772414,12.70481342,14.25478235,15.85312589,17.48541431,19.13944141,20.80644198,22.48053742,24.15891227,25.842862,27.54006117,29.26523341,31.0413573,32.91152202,34.95087177,37.23827116,38.71201245,29.87610781,-2.880369416,-48.55477922,-82.1918168,-100.8492175,-103.621487,-92.04635066,-71.78504774,-49.6727398,-28.39123122,-8.710068707,8.95825998,23.35955697,32.3861879,34.64647486,30.83442683,23.40966069,15.21712169,8.424583243,4.020080697,4.106342691,13.19856362,36.87974245,77.35922356,129.7676292,179.1002473,219.4992061,247.459862,259.15738,255.3417555,238.5764965,210.6481884,174.0920845,132.9015643,90.9442983,49.87477706,10.49163301,-26.45855638,-60.26115689,-90.40161131,-116.8897041,-139.5764174,-158.0336828,-171.7996336,-180.7061117,-184.804991,-184.1875314,-178.9015841,-169.2892867,-156.1859581,-140.347834,-122.2017067,-102.090478,-80.50158878,-58.47408945,-37.07355686,-17.2665351,0.307588227,15.4200294,28.18077962,38.9143951,47.9471261,55.51793786,61.77643222,66.78778002,70.64589021,73.52715556,75.45529231,76.24227593,75.58607405,73.38446742,69.84995051,65.41269543,60.56305299,55.6470545,50.79188525,46.02469379,41.40936032,37.01709161,32.79627852,28.59223533,24.22524459,19.44423109,14.00093828,7.796370486,0.885680532,-6.597556194,-14.42319672,-22.26554488,-29.82418306,-36.88972988,-43.32840248,-48.97282242,-53.62465799,-57.14839378,-59.4676196,-60.56733968,-60.47468248,-59.23506165,-56.89928299,-53.50683396,-49.10580669,-43.77175518,-37.617981,-30.79203785,-23.48573868,-15.90274456,-8.243737761,-0.697998368,6.559170138,13.35613413,19.52274593,24.88823899,29.34179595,32.85111251,35.45610807,37.22159646,38.19574953,38.3946116,37.82251593,36.49097737,34.44521458,31.75328879,28.47399215,24.69879161,20.57751556,16.29072267,11.99436253,7.799384206
0074ben,-4.02,298,0.032125999,0.13006967,0.293656235,0.522831559,0.81756809,1.177172604,1.599827949,2.083300372,2.62697704,3.230874749,3.892914661,4.610348446,5.38181811,6.205892305,7.078024216,7.993502308,8.948304191,9.93723693,10.95343392,11.99067466,13.04458596,14.1117599,15.18978007,16.2785764,17.3814261,18.50668361,19.66561187,20.8678955,22.12522955,23.43267402,23.5275452,14.06772526,-11.38899159,-35.86743627,-44.65260767,-44.28282191,-39.49162896,-32.25191884,-24.04809613,-16.28221582,-8.646486133,-0.890394673,6.982994567,14.05658259,17.70502403,14.819199,4.728544829,-9.806560156,-24.49122387,-35.78413666,-41.00958192,-39.0537983,-27.08865894,-2.276770714,34.04533001,73.662762,102.4177504,121.760168,134.1864901,141.024139,142.753462,139.5359188,131.8674187,120.5304908,106.4330751,90.45982969,73.21784403,55.01835597,36.22842978,17.32026218,-1.273643823,-19.01896004,-35.22752543,-49.50248636,-61.45179919,-70.80619784,-77.54171944,-81.62767061,-82.90619478,-81.27573376,-76.94190834,-70.38215383,-62.14348724,-52.80276018,-43.11815201,-33.68467912,-24.90991839,-17.10483777,-10.50031881,-5.212373092,-1.184681308,1.726461238,3.708594038,4.988071399,5.790408697,6.305773139,6.676230254,6.988404079,7.314323906,7.759112408,8.443961926,9.466425531,10.85629834,12.5722483,14.53834705,16.61906633,18.68553587,20.65866803,22.47795407,24.07596651,25.36268926,26.2427284,26.56908691,26.13457011,24.74716909,22.30205683,18.81630005,14.43668883,9.395034317,3.923969744,-1.742340832,-7.410858049,-12.92468251,-18.17397189,-23.05854259,-27.46938286,-31.2975596,-34.44984594,-36.84714294,-38.46993331,-39.3336567,-39.41379273,-38.62421091,-36.87862013,-34.18211947,-30.63273996,-26.38967071,-21.63936039,-16.555391,-11.29108685,-5.997231249,-0.817973339,4.105059583,8.626516951,12.63262033,16.04879076,18.82842965,20.95585154,22.44517627,23.33019393,23.65384757,23.47672828,22.88900202,21.97519329,20.78826422,19.35667084,17.72412708,15.93720821,14.03390794,12.03569079
0424clp,2.86,298,0.02704965,0.109248291,0.245668702,0.434960315,0.675487536,0.965339072,1.30264504,1.685921815,2.114282995,2.587208194,3.104175639,3.664246595,4.265542278,4.904750925,5.578077656,6.281724475,7.012035959,7.765426653,8.538298706,9.326917891,10.12741811,10.93612885,11.74982892,12.56609276,13.38395477,14.20428694,15.02915308,15.86081575,16.70022364,17.54548839,18.3750291,18.96233008,18.55626956,16.38090257,12.53241873,7.818176154,3.055160364,-1.3014327,-5.151642275,-8.591854655,-11.77924838,-14.86044257,-17.9412734,-21.08078582,-24.29405017,-27.55700279,-30.81471176,-33.98316527,-36.8307531,-38.24749552,-34.70356831,-20.32998419,8.963111719,50.92528392,97.3113039,136.4359274,160.2809266,172.6582771,176.8840622,174.9704999,167.4190795,154.499492,138.0232371,119.3475567,99.42233716,78.93685557,58.83099732,39.4816562,20.84334147,2.800949282,-14.73242776,-31.72155265,-47.97081327,-63.02158513,-76.37894874,-88.01819764,-97.9190955,-106.0541649,-112.1315898,-115.5690333,-115.889635,-113.0407502,-107.5397879,-100.267428,-91.93237787,-83.05769221,-74.00595014,-64.99721784,-56.15285719,-47.53655094,-39.1807069,-31.08858658,-23.22451751,-15.52541707,-8.006193758,-0.866147429,5.513781995,10.82525901,15.11997806,18.92491605,22.8922494,27.47520603,32.77114646,38.51931915,44.40174775,50.101054,55.20015699,59.26610486,61.98039749,63.13192619,62.71088209,60.88505332,57.90586553,54.02854908,49.47807976,44.39369516,38.8601043,32.95837318,26.74999815,20.29536468,13.66964833,6.975345354,0.32625873,-6.183681553,-12.45249714,-18.33432269,-23.66809525,-28.33996154,-32.27165149,-35.42774537,-37.79683115,-39.39228688,-40.2346005,-40.3484232,-39.75495531,-38.51599804,-36.7200101,-34.45644218,-31.80392747,-28.82437381,-25.58598271,-22.15826151,-18.6109119,-15.01172388,-11.4270387,-7.920993679,-4.550564571,-1.363957428,1.599220064,4.307910644,6.739580609,8.880233348,10.72538771,12.27680988,13.54223272,14.53472737,15.26969567,15.76214737,16.02503101,16.06977098
0197bro,1.79,298,0.018125937,0.073266843,0.164869417,0.291921706,0.453065891,0.646795557,0.871692866,1.126587355,1.410582343,1.722878713,2.063090673,2.430950824,2.825686837,3.245446755,3.687956688,4.150913504,4.631916376,5.128504514,5.638207605,6.158671107,6.687884899,7.224308782,7.766735905,8.314102771,8.865339264,9.420247051,9.979780321,10.54517135,11.11686393,11.69344556,12.25674959,12.62204675,12.2089055,10.47742728,7.587820673,4.195368959,0.904422193,-1.974826579,-4.392421269,-6.43951994,-8.253464366,-9.962743778,-11.66342801,-13.41245773,-15.22437679,-17.07536145,-18.91013626,-20.6462604,-22.1104043,-22.58648903,-19.83153442,-10.05141047,9.559208243,37.83271979,69.61787506,96.79227498,113.6345365,122.2456485,124.9331417,123.7819969,120.123806,114.325876,105.2221793,92.79829798,78.06351468,61.78328731,44.5311264,26.92404117,9.394365796,-7.900476755,-24.15431708,-39.11806492,-52.66045658,-64.58358347,-74.74673843,-83.14528694,-89.92183859,-95.09576731,-98.40912916,-99.39357071,-97.65345311,-93.10749882,-86.19325308,-77.64444952,-68.06582534,-57.93030278,-47.60155556,-37.35040715,-27.37234249,-17.80893491,-8.75285749,-0.263535194,7.603206974,14.76305867,21.0284011,26.19671809,30.09858598,32.67039198,34.11644285,34.87605751,35.33638649,35.66434187,35.88989365,36.06564977,36.22171799,36.34760959,36.40583925,36.33558972,36.06587822,35.53363932,34.69299463,33.48527743,31.82970327,29.61851505,26.73859917,23.11767194,18.80380811,13.95729838,8.737697639,3.300910074,-2.200379535,-7.623536433,-12.83927409,-17.7239314,-22.16141465,-26.06537494,-29.33048808,-31.90083244,-33.75379238,-34.88307767,-35.2966192,-35.01567877,-34.07673836,-32.53850565,-30.46708121,-27.93505397,-25.02356594,-21.8170995,-18.40020413,-14.8566493,-11.26753616,-7.709531978,-4.253086017,-0.961004362,2.111682465,4.919245914,7.425735143,9.605086197,11.43993178,12.92072849,14.04887185,14.83472574,15.29592813,15.45597502,15.33830873,14.97386179,14.39654459,13.64022295,12.73793596,11.7221156
test1043,-6.7,298,0.083772042,0.339559662,0.767461791,1.366945899,2.137096709,3.075842365,4.178561363,5.437631318,6.843841751,8.389413175,10.06948523,11.88053555,13.82006489,15.88414856,18.06376586,20.34608578,22.71768442,25.165742,27.67777105,30.24060145,32.84266619,35.47736142,38.1429738,40.84270245,43.58711142,46.39325352,49.28015416,52.27119298,55.40849787,58.73576169,61.1918099,54.19743774,27.43665976,-6.654531928,-27.62095339,-31.4706192,-27.72335908,-26.13044825,-27.44422223,-26.93211721,-21.71896184,-12.07269297,-0.266354683,9.448989265,10.98565681,-0.667095048,-25.43157392,-57.64426995,-89.32615563,-114.1872743,-127.8532361,-126.777723,-105.6692045,-59.1429667,11.33878371,96.28448051,180.9977615,259.5214168,334.0179079,403.8295955,456.3095417,475.5878594,467.5735532,439.6336424,397.8564818,346.8439003,290.0317583,230.0069076,168.570153,107.0042415,46.42536084,-12.08482917,-67.42354156,-118.6802984,-165.0632026,-205.7669459,-239.9354256,-267.4376263,-287.8149296,-300.5589018,-305.4777404,-303.2823428,-295.0582939,-281.7965467,-264.3101462,-243.3460209,-219.686561,-194.1350194,-167.4643116,-140.3920407,-113.358048,-86.65483719,-60.66144373,-35.68622207,-12.01604,10.15084964,30.83997661,50.25535402,68.49125093,85.15348477,99.90655114,112.7542833,123.9105069,133.5526475,141.5921945,147.7051858,151.5748434,153.0514863,152.2307937,149.4035005,144.9241914,139.0402316,131.8180638,123.1432343,112.8343754,100.7532011,86.85064622,71.10364087,53.5338011,34.26764471,13.58462451,-7.924698733,-29.65357657,-51.11165403,-71.88885957,-91.56680005,-109.6617557,-125.8605711,-139.8035403,-151.0225084,-158.9893846,-163.2292441,-163.4596499,-159.674903,-152.1261962,-141.1616293,-127.2076332,-110.7488684,-92.28464536,-72.3380569,-51.53833228,-30.57886596,-10.16465163,9.056031982,26.58780533,42.11057025,55.42910169,66.45289518,75.1782177,81.69863789,86.19750113,88.96482241,90.26117001,90.3149615,89.24054467,86.97564451,83.40488188,78.47921778,72.28823715,65.03935896
0150mhy,-9.51,298,0.03439859,0.139468499,0.315424197,0.562446144,0.880504037,1.268716518,1.725380631,2.248723539,2.84109656,3.507886794,4.245197787,5.046072475,5.904329711,6.814504615,7.769469281,8.763020994,9.789996124,10.84297618,11.91596431,13.00415342,14.10274356,15.20980783,16.32482836,17.44711279,18.57873187,19.72748591,20.88593396,16.95598926,-36.84714651,-74.50299543,-83.31706167,-82.81047714,-87.57566726,-89.41137634,-77.23872813,-64.51537984,-51.60718511,-37.193638,-22.48246456,-8.718698355,4.018288429,15.74653874,26.4322001,35.39983662,40.63710787,39.67335077,31.89026012,19.37547065,4.898740366,-9.133087209,-19.38436777,-22.38113283,-10.35290065,25.82145558,87.41643358,157.6710157,204.4721938,229.9548325,239.0077368,235.2761558,221.4494363,199.5421016,172.2715115,141.2253511,108.2625271,75.1904728,43.00794013,12.35006131,-16.53752931,-43.46538753,-68.18255882,-90.12596292,-108.6883314,-123.2385519,-132.922695,-137.3497743,-137.1904692,-133.3420969,-126.5498689,-117.1322372,-105.5427641,-92.34674581,-77.99750618,-62.8872035,-47.59225501,-32.94249005,-19.40737924,-7.309708362,3.136241599,11.86648545,18.96790541,24.56905552,28.80910639,31.99578595,34.41832519,36.295546,37.74823876,38.81494754,39.57359161,40.12308124,40.41749842,40.44582059,40.20320497,39.61668924,38.58454067,37.06442401,35.31555539,33.4989551,31.6714469,29.81145683,27.79394831,25.45215122,22.60223907,19.04969073,14.62681798,9.207376544,2.944015152,-3.898487008,-11.01632487,-18.06636204,-24.77575722,-31.00565233,-36.60023964,-41.43398091,-45.4075854,-48.45433922,-50.54721583,-51.72317336,-52.05432057,-51.59699383,-50.40191271,-48.4991121,-45.84677281,-42.35991748,-38.02904597,-32.94089793,-27.2427993,-21.13704668,-14.84746109,-8.580677358,-2.440943548,3.681524099,9.542858187,14.79687645,19.22582459,22.7468853,25.36367784,27.12877141,28.16759347,28.63333687,28.70553057,28.57509312,28.30570749,27.81841733,27.02757818,25.85652708,24.27675514,22.31648234,20.05014109,17.58481523
0126eth,-3.89,298,0.017631406,0.071335138,0.160895708,0.285951348,0.445834275,0.639375023,0.865031472,1.121037876,1.405430809,1.716196121,2.051713169,2.411179545,2.794265623,3.200112769,3.627086997,4.073069986,4.535636698,5.012448744,5.501347416,6.000162359,6.506618025,7.018354934,7.533002765,8.048834372,8.565499201,9.084740186,9.61037633,10.14867012,10.71091171,11.31303996,11.97007047,12.68815151,13.31469221,12.56018449,7.933783944,-0.375823952,-8.77278101,-14.30572643,-16.35641609,-15.63749795,-13.18450664,-9.839696785,-6.165901142,-2.626601033,0.029970768,0.688589344,-1.413469528,-5.931598486,-11.58996394,-16.98418939,-21.01361716,-23.30896853,-24.06159896,-22.38869199,-15.74196481,-1.170397793,21.71470417,48.23873193,66.2379534,75.30708805,77.5759465,74.99762442,69.21332095,62.20259459,54.63420997,46.75644161,38.73449541,30.69668271,22.78640806,15.07734065,7.584968714,0.329580107,-6.655806681,-13.30204147,-19.49124493,-25.01707968,-29.47957451,-32.64470088,-34.52628518,-35.2789343,-35.03327847,-33.96583416,-32.29479902,-30.20103723,-27.85626541,-25.43533567,-23.01938497,-20.61350103,-18.1756006,-15.65966203,-13.04519596,-10.36410413,-7.684733913,-5.091222135,-2.689030186,-0.518350082,1.404579259,3.067650977,4.46768966,5.631519658,6.620826921,7.51590737,8.392371381,9.318525105,10.34485932,11.50062982,12.75368514,14.04548549,15.2856542,16.32780898,17.01651561,17.23567421,16.92595493,16.08897443,14.79411404,13.11443213,11.11822012,8.88134828,6.494628998,4.061868213,1.688511676,-0.576557588,-2.711819309,-4.694905978,-6.502147415,-8.108990086,-9.492288865,-10.63326208,-11.51911301,-12.14206595,-12.49584061,-12.58424069,-12.42493374,-12.04100036,-11.45901857,-10.70736671,-9.81548817,-8.813157957,-7.729790511,-6.593097759,-5.428574176,-4.263308381,-3.118735703,-2.012941422,-0.961399085,0.022780915,0.928288558,1.745470328,2.466329624,3.084021932,3.594409494,3.996907955,4.293268192,4.487504526,4.585799857,4.596250482,4.52851315,4.392341832,4.197567489,3.953649204
0506nit,-3.95,298,0.019546155,0.079048022,0.178123179,0.316140691,0.492167035,0.704928835,0.952849225,1.234302562,1.547944906,1.893044765,2.269217844,2.675656347,3.11096393,3.573129219,4.059433816,4.566788133,5.092036682,5.632244244,6.18483853,6.747458531,7.317698469,7.893252915,8.472566158,9.055684739,9.644753783,10.24371604,10.85848512,11.50008429,12.18616156,12.93737661,13.76207959,14.48507751,14.32029569,12.39756083,9.041706049,5.469734407,2.683668946,1.10327604,0.696230158,1.222492728,2.399817441,3.943779672,5.370569494,5.622317481,3.323513118,-2.099218104,-9.79223012,-18.07494684,-25.43455268,-30.94846501,-34.01811074,-33.7969369,-27.91966271,-13.90613693,8.184902202,34.74634108,56.30622184,70.29836673,78.0241114,80.52928002,78.65219893,72.9985183,64.81089444,55.12440394,44.71214013,34.43212956,24.49051962,14.88106318,5.607019183,-3.297305416,-11.75221678,-19.60526981,-26.63724735,-32.73414867,-37.75300779,-41.56822807,-44.14492664,-45.53539614,-45.71519842,-44.63733431,-42.34382261,-39.07558601,-35.10542796,-30.72028047,-26.18042818,-21.66939292,-17.26826518,-12.97477951,-8.75654977,-4.59692975,-0.50939146,3.442168414,7.176217995,10.60204399,13.58116148,16.05049202,17.92132195,19.08634066,19.49296086,19.20059295,18.37639619,17.19177402,15.79593156,14.3262499,12.87002168,11.47651832,10.18629719,9.031723192,8.007050205,7.075775437,6.189698812,5.297778698,4.36041296,3.360873066,2.302869449,1.197834242,0.049767954,-1.144363935,-2.375870474,-3.62983239,-4.892838904,-6.133924303,-7.323696461,-8.433650949,-9.431967997,-10.28253127,-10.95868098,-11.43942282,-11.70976794,-11.76454673,-11.60243687,-11.22742243,-10.64899823,-9.882355091,-8.947846393,-7.870041989,-6.678017015,-5.402399121,-4.075167633,-2.728736929,-1.394567164,-0.1022528,1.121142026,2.251577726,3.268456571,4.155051388,4.898859813,5.491161842,5.926780374,6.203600805,6.321373789,6.285985596,6.10771483,5.800163757,5.37982662,4.865603983,4.27826197,3.639648283,2.970305877,2.289686671
test1039,-15.5,298,0.086519939,0.351248153,0.795934609,1.422515636,2.232477079,3.225324719,4.39876285,5.752790138,7.291844126,9.019719341,10.93375156,13.02590424,15.2916485,17.7311393,20.33870268,23.09810578,25.98543973,28.97418251,32.04176046,35.17248039,38.35711258,41.58939643,44.86407413,48.18167814,51.55361486,55.00181829,58.55277682,62.2406157,66.1239555,70.18894199,69.40603904,28.84744783,-90.84103199,-254.9333567,-388.1092393,-449.7090893,-438.1272019,-381.5419223,-310.0143416,-240.5893133,-178.6641866,-124.3472492,-76.51755141,-36.04118216,-6.821531797,7.638140217,8.806015298,3.061523642,-2.268840928,-1.490572527,9.976298484,43.65254929,125.0420419,280.0309141,509.7626448,771.1132668,1006.014871,1180.245725,1272.303133,1271.920048,1194.347685,1058.801104,882.918103,684.0681601,477.5330344,275.5642171,86.20335632,-86.67298947,-242.0156948,-379.8727352,-500.8239548,-605.8324923,-694.7979373,-765.3586834,-815.3695719,-844.0179673,-851.9923875,-840.5115622,-811.1768446,-766.5919198,-709.8149279,-642.0988816,-562.9145694,-472.2736203,-373.0794643,-270.2954908,-169.2253542,-73.99150396,13.36395142,92.85595356,165.1596524,229.5856875,285.2519067,331.9086111,369.9904906,399.9898699,422.0622956,436.5792411,444.1210491,444.9018052,438.536231,424.6249428,403.1508488,374.5777508,339.7565332,299.785306,256.2189262,210.9775159,165.6907487,121.2653357,77.90328794,35.30840192,-6.689241904,-47.69353579,-87.03518578,-124.2813091,-159.0336315,-190.6352515,-218.5347786,-242.5942483,-262.7361551,-278.5482764,-289.5168489,-295.2770972,-295.5859436,-290.4684282,-280.4077061,-266.0690966,-248.109536,-226.940752,-202.6800966,-175.431752,-145.4570371,-113.0853627,-78.88541888,-43.72305422,-8.394239044,26.47526394,60.22342103,92.03890144,120.9376173,145.9692818,166.5005917,182.4028016,193.7545313,200.5694236,202.7314528,200.1019093,192.9353818,181.8224933,167.4590977,150.4675294,131.4028836,110.7521268,88.98796153,66.61591754,44.16633627,22.13598805,1.021219125,-18.80957579
0425dbr,-9,298,0.040016036,0.162319623,0.367579001,0.656589051,1.029638313,1.485884037,2.02308666,2.63815867,3.331340616,4.103598851,4.946954791,5.851628701,6.807557198,7.806232839,8.841193588,9.909251529,11.00742299,12.13070559,13.27328739,14.4288431,15.58974459,16.75229444,17.92113571,19.09935923,20.29000893,21.4961465,22.67873153,15.15677287,-50.00345623,-85.25389055,-89.29413988,-74.63938734,-49.72552775,-21.40276912,-0.097030382,5.90107566,6.084227498,6.562850754,9.482055395,14.78153216,21.59622849,29.0280676,36.32539568,42.52980787,46.08759207,45.50303842,40.65973424,32.99629148,23.72804933,14.02699206,5.666356296,0.353418314,1.474036302,14.55593593,43.44705532,85.22381683,124.6109281,156.0211517,171.7116906,174.3675,168.3452166,156.3386392,138.8231856,117.4606691,93.80751669,69.0406177,44.32257066,20.52931721,-1.703650387,-21.72699851,-39.55032546,-55.23176494,-68.6967347,-79.60732623,-87.49533349,-92.04552968,-93.36313202,-91.92845151,-88.40610269,-83.15533654,-76.391496,-68.45871887,-59.73972586,-50.62071968,-41.4656331,-32.5934436,-24.26463821,-16.65844006,-9.866604374,-3.917343692,1.227974731,5.628121543,9.20514308,12.05201385,14.31457599,16.10328856,17.48475942,18.49105209,19.1265702,19.39342948,19.33651494,19.02148666,18.49053507,17.7787641,16.92742162,15.97567055,14.97912688,13.97734446,13.03970726,12.20505391,11.51175108,10.92795508,10.25132234,9.267552345,7.799619174,5.920570248,3.712801259,1.263527864,-1.275347527,-3.708386537,-6.054065771,-8.422918646,-10.92600197,-13.53631547,-16.07651887,-18.35304377,-20.20426217,-21.56213312,-22.46027063,-22.96232526,-23.11235817,-22.90822636,-22.32444349,-21.30299016,-19.7848343,-17.88716802,-15.7566049,-13.52698438,-11.28564389,-9.066024374,-6.859853992,-4.668589915,-2.55919764,-0.613870537,1.126421029,2.668822818,4.032204652,5.219551824,6.313641623,7.308417533,8.12191037,8.705933682,9.025234637,9.04956728,8.775099661,8.2426205,7.490440558,6.551459368,5.457697104,4.245603711
