Mol,HFE,Temp,kh_w_40,kh_w_80,kh_w_120,kh_w_160,kh_w_200,kh_w_240,kh_w_280,kh_w_320,kh_w_360,kh_w_400,kh_w_440,kh_w_480,kh_w_520,kh_w_560,kh_w_600,kh_w_640,kh_w_680,kh_w_720,kh_w_760,kh_w_800,kh_w_840,kh_w_880,kh_w_920,kh_w_960,kh_w_1000,kh_w_1040,kh_w_1080,kh_w_1120,kh_w_1160,kh_w_1200,kh_w_1240,kh_w_1280,kh_w_1320,kh_w_1360,kh_w_1400,kh_w_1440,kh_w_1480,kh_w_1520,kh_w_1560,kh_w_1600,kh_w_1640,kh_w_1680,kh_w_1720,kh_w_1760,kh_w_1800,kh_w_1840,kh_w_1880,kh_w_1920,kh_w_1960,kh_w_2000,kh_w_2040,kh_w_2080,kh_w_2120,kh_w_2160,kh_w_2200,kh_w_2240,kh_w_2280,kh_w_2320,kh_w_2360,kh_w_2400,kh_w_2440,kh_w_2480,kh_w_2520,kh_w_2560,kh_w_2600,kh_w_2640,kh_w_2680,kh_w_2720,kh_w_2760,kh_w_2800,kh_w_2840,kh_w_2880,kh_w_2920,kh_w_2960,kh_w_3000,kh_w_3040,kh_w_3080,kh_w_3120,kh_w_3160,kh_w_3200,kh_w_3240,kh_w_3280,kh_w_3320,kh_w_3360,kh_w_3400,kh_w_3440,kh_w_3480,kh_w_3520,kh_w_3560,kh_w_3600,kh_w_3640,kh_w_3680,kh_w_3720,kh_w_3760,kh_w_3800,kh_w_3840,kh_w_3880,kh_w_3920,kh_w_3960,kh_w_4000,kh_w_4040,kh_w_4080,kh_w_4120,kh_w_4160,kh_w_4200,kh_w_4240,kh_w_4280,kh_w_4320,kh_w_4360,kh_w_4400,kh_w_4440,kh_w_4480,kh_w_4520,kh_w_4560,kh_w_4600,kh_w_4640,kh_w_4680,kh_w_4720,kh_w_4760,kh_w_4800,kh_w_4840,kh_w_4880,kh_w_4920,kh_w_4960,kh_w_5000,kh_w_5040,kh_w_5080,kh_w_5120,kh_w_5160,kh_w_5200,kh_w_5240,kh_w_5280,kh_w_5320,kh_w_5360,kh_w_5400,kh_w_5440,kh_w_5480,kh_w_5520,kh_w_5560,kh_w_5600,kh_w_5640,kh_w_5680,kh_w_5720,kh_w_5760,kh_w_5800,kh_w_5840,kh_w_5880,kh_w_5920,kh_w_5960,kh_w_6000,kh_w_6040,kh_w_6080,kh_w_6120,kh_w_6160,kh_w_6200,kh_w_6240,kh_w_6280,kh_w_6320,kh_w_6360,kh_w_6400
129naph_551,-2.404286607,298,0.044599758,0.180395737,0.406852074,0.723640292,1.130419863,1.625895628,2.207335168,2.871670765,3.616444516,4.439285143,5.336648525,6.303586056,7.334727773,8.425136624,9.570606078,10.76746128,12.01157798,13.29742599,14.61754026,15.96320025,17.32617037,18.70026472,20.08176541,21.46991433,22.86853516,24.28710357,25.73976108,27.24555201,28.83673231,30.56868822,32.51966315,34.78191562,37.44760729,40.46423229,43.08177386,43.8088816,41.98109723,38.71171654,35.8648783,34.77781879,35.90373294,39.06246075,43.61636477,47.77432522,47.47155961,37.78850025,17.01386681,-11.48159962,-41.56147177,-67.82205929,-86.83633707,-98.14144953,-103.743281,-104.6787248,-100.4193581,-89.20816075,-69.59797144,-42.11809595,-9.631772248,23.70638458,54.06768096,78.4854438,94.49372151,103.7166666,107.8602035,108.1183659,105.2125574,99.55015803,91.46235494,81.36381261,69.77141688,57.23981428,44.2500126,31.1778069,18.32666528,6.088424211,-5.118614636,-14.85962755,-22.69206025,-28.35504319,-31.76961901,-33.02554154,-32.40125574,-30.31850164,-27.27929923,-23.76648403,-20.20609272,-16.97134291,-14.401074,-12.776182,-12.21843663,-12.70159728,-14.08142458,-16.11979731,-18.50679136,-20.90998331,-23.02262986,-24.61423669,-25.54251624,-25.72251291,-25.09766634,-23.61600829,-21.2360434,-17.98344941,-13.99815307,-9.551307956,-4.947353944,-0.43183793,3.839785604,7.810150009,11.50628308,14.99166791,18.26941847,21.21940625,23.62106615,25.25656322,25.97647049,25.72616867,24.5462506,22.54709576,19.86509319,16.64492402,13.03261301,9.17687766,5.231006301,1.36249994,-2.263711032,-5.51878799,-8.331163055,-10.67951611,-12.58217193,-14.06436376,-15.13752779,-15.80062121,-16.05190983,-15.89243108,-15.33489491,-14.40559516,-13.15972258,-11.6861355,-10.08563297,-8.44544018,-6.837916653,-5.327984164,-3.97714926,-2.825491631,-1.876384719,-1.096838448,-0.431013344,0.182654728,0.79197014,1.41494316,2.038915641,2.630796993,3.153534714,3.578579351,3.899187804,4.121761351,4.247330273,4.264013718
109ethy_443,1.77,298,0.076339723,0.30808501,0.692520305,1.226840651,1.908658494,2.734861481,3.700000532,4.795629237,6.010868263,7.334154464,8.754880441,10.26423269,11.85525175,13.5223895,15.26125828,17.06797155,18.9372197,20.86079059,22.8279711,24.82650578,26.84382931,28.86830206,30.89025454,32.90416849,34.91240662,36.92849343,38.97763332,41.10244416,43.37458458,45.86897004,48.61672518,51.59445326,54.74657488,57.99794115,61.15759398,63.76047568,65.3010522,65.73344092,65.50614379,65.17870864,65.12339721,65.47150203,66.1618726,66.77642514,65.8461576,60.56275335,48.45529316,29.69283985,7.26522465,-14.8836909,-33.66632378,-47.29617644,-56.16869393,-61.20498682,-63.04053279,-61.84666319,-57.46451772,-49.76991124,-39.11491764,-26.338221,-12.58483155,1.024966877,13.51272397,24.17290818,32.96283646,39.93086096,45.0517004,48.30682698,49.62578415,48.98829122,46.49780653,42.41296989,37.10155486,30.96933668,24.38318294,17.63643203,10.97684842,4.644458423,-1.157312807,-6.251833773,-10.48229185,-13.70432797,-15.82406706,-16.83305224,-16.79294299,-15.82393395,-14.08499276,-11.78418667,-9.190614801,-6.685540356,-4.703174372,-3.612618589,-3.610563715,-4.694753882,-6.692972886,-9.311391461,-12.20324022,-15.00873336,-17.44504495,-19.33898686,-20.62676242,-21.32704291,-21.52193804,-21.32387532,-20.82952069,-20.09190816,-19.10830126,-17.82778733,-16.1761422,-14.10643115,-11.63272901,-8.825353729,-5.791511508,-2.657088975,0.450749414,3.398047808,6.035621077,8.223131886,9.856665339,10.88762527,11.32994281,11.2504719,10.74933915,9.935301118,8.902380569,7.713783776,6.410825572,5.028427884,3.606550236,2.187459155,0.810840413,-0.491687432,-1.693073918,-2.764009461,-3.673922945,-4.399139358,-4.929572405,-5.271371395,-5.447822695,-5.495096036,-5.455186506,-5.364407539,-5.238039011,-5.070058706,-4.84201786,-4.534484294,-4.139659339,-3.670806526,-3.154710125,-2.623570853,-2.109933501,-1.640391047,-1.231040521,-0.886779701,-0.603073036,-0.372648264,-0.189203366,-0.047709437,0.056376881,0.129134321
039dime_156,-2.771850155,298,0.059442986,0.240706528,0.543432913,0.966881377,1.509683221,2.169102176,2.940421533,3.817692459,4.794540967,5.864041012,7.020914229,8.263324855,9.591776477,11.00434698,12.49268955,14.0452136,15.6493367,17.29279042,18.96513814,20.65626738,22.35444522,24.0465442,25.72118167,27.37107013,28.99631454,30.60692955,32.22174517,33.87182537,35.61320254,37.48006592,37.99303423,27.62972967,-0.36479774,-24.93816533,-32.67393239,-30.12206975,-21.85585204,-10.76450328,1.06491381,11.1055784,19.35926336,26.31294081,32.37981321,37.53464399,40.5673334,38.99768986,30.93883519,17.11591004,0.586103859,-15.12810524,-27.00468343,-31.46836854,-23.83004571,-1.158727067,33.38114831,66.39141842,87.65850924,100.6000929,107.9505334,111.4745303,111.9280976,109.5536467,104.1200838,95.62308543,84.59310192,72.09141121,58.72458031,44.61327768,30.37800212,15.99359062,1.387542498,-13.2785255,-27.58621494,-40.93611547,-52.74787193,-62.62303677,-70.6124222,-76.76072739,-80.90305597,-82.84353661,-82.51830807,-80.09305576,-75.79324306,-70.08583608,-63.36413109,-55.99189313,-48.31380576,-40.59247383,-32.95054416,-25.42809077,-18.10120461,-11.09053645,-4.55346901,1.374991781,6.592826823,11.06324085,14.80430598,17.8371533,20.1833085,21.8796809,22.9720719,23.51277531,23.61401386,23.43862798,23.08786068,22.66637313,22.13735228,21.39602129,20.34710981,18.94181391,17.19629333,15.15204651,12.88838213,10.44979815,7.890541165,5.29807787,2.782858063,0.454283826,-1.636314647,-3.506800806,-5.200944251,-6.741433476,-8.133114835,-9.350351812,-10.35895237,-11.15278141,-11.74312482,-12.14688249,-12.37813961,-12.43948182,-12.334032,-12.06517797,-11.63368027,-11.03397106,-10.26577453,-9.333526024,-8.257149362,-7.077650978,-5.838840138,-4.578958099,-3.320094276,-2.087687929,-0.89943843,0.229050231,1.287876763,2.266755979,3.147882486,3.912858544,4.54114033,5.013065361,5.313505631,5.434851741,5.376843661,5.145375675,4.753511083,4.221433033,3.572423947,2.830950941,2.024305893,1.179950468
237nbut_954,-0.368455143,298.15,0.074924946,0.302455323,0.680058354,1.204950206,1.874408445,2.684695603,3.629906556,4.702231824,5.89287924,7.192660615,8.592265351,10.0827655,11.6560604,13.3050689,15.02365793,16.80635182,18.64693317,20.53686849,22.46496079,24.41830033,26.38435317,28.35242965,30.31413482,32.26495156,34.20754927,36.15461645,38.12874431,40.16669008,42.33340233,44.71277054,47.3775846,50.37659757,53.7349726,57.3173202,60.27807043,61.10540653,59.25418633,55.96037195,53.08224264,51.85463723,52.62269231,55.14726267,58.82698241,62.15175305,61.59596095,52.44749093,32.39419172,3.883182968,-27.4192026,-55.91799121,-77.76398241,-91.89696732,-99.77577324,-102.5818355,-100.3385107,-92.01013886,-76.53028463,-54.071129,-26.55361147,2.977388601,31.39836079,55.69161804,74.02413682,86.6195268,94.54846297,98.72029721,99.69806428,97.76058746,93.08365606,85.91803916,76.65008749,65.76706541,53.84718157,41.41774427,28.88991524,16.62721977,5.020545057,-5.494067449,-14.53194708,-21.8137292,-27.1620364,-30.50567912,-31.9186335,-31.60239397,-29.88906019,-27.18112116,-23.89919507,-20.46008828,-17.27945113,-14.76245133,-13.22066899,-12.81406338,-13.52872331,-15.20047768,-17.54337043,-20.21360786,-22.86186696,-25.18093652,-26.94399501,-27.99272995,-28.2308796,-27.61727092,-26.15511845,-23.90875065,-21.01121507,-17.64167333,-13.96267314,-10.09230787,-6.100834924,-2.004041127,2.194700145,6.45073043,10.63077825,14.51175771,17.83527295,20.3834686,22.02407167,22.72460212,22.53850334,21.56201178,19.90356713,17.67221675,14.97674885,11.91728018,8.596265006,5.128746118,1.632065403,-1.783059341,-5.013847271,-7.972286659,-10.58672188,-12.78647911,-14.50090596,-15.67474303,-16.28452599,-16.34480038,-15.90895231,-15.06248964,-13.90269537,-12.5341932,-11.05962692,-9.568124295,-8.130855259,-6.791828617,-5.56108017,-4.420153799,-3.342931992,-2.314033716,-1.339549542,-0.440828262,0.356295946,1.033167428,1.584308146,2.019418901,2.36211378,2.64964576,2.921361715,3.20003546,3.482237237,3.741540762
135dich_572,-3.383198763,298.15,0.05301339,0.215335237,0.488437014,0.874121474,1.374125428,1.990149421,2.722968472,3.57117731,4.531737398,5.600692183,6.772931814,8.042238204,9.401707492,10.84315462,12.35634524,13.9305771,15.5559796,17.22198539,18.91648475,20.62785888,22.34744306,24.07037963,25.79461315,27.5221151,29.26007808,31.02055324,32.81875456,34.67322534,36.61274967,38.68200378,40.71102432,40.26853508,32.26437416,18.17853707,6.43578932,1.901043869,3.685073595,9.175426436,16.52918708,24.86681317,33.81928874,43.18613154,52.61207334,60.69135152,63.90599734,58.00972799,41.70400717,18.1641514,-7.135612989,-29.44204245,-45.5685871,-53.83813385,-52.87760263,-40.02951912,-13.96296661,23.09503661,65.99429483,108.165536,142.7163867,168.7445469,183.8127249,184.965107,175.3565497,159.1147461,139.0968229,117.1574352,94.35119337,71.26199416,48.46847169,26.11669568,4.419845409,-16.25803637,-35.48689949,-52.86802704,-68.02351516,-80.55339126,-90.19597628,-96.80026243,-100.3466983,-100.9479654,-98.84686901,-94.42402688,-88.12401298,-80.37379868,-71.6279831,-62.39066164,-53.18166206,-44.34107569,-36.00677071,-28.2201782,-21.03310841,-14.52019345,-8.739302645,-3.700475231,0.63706629,4.343171731,7.480687506,10.06886908,12.08603455,13.53427874,14.47976028,15.06111661,15.45117571,15.79590332,16.17137361,16.60348817,17.1546677,17.88184428,18.75024221,19.61341059,20.2433229,20.37553038,19.78324759,18.33033478,16.04079328,13.14536702,9.938361957,6.639483263,3.295587336,-0.11811184,-3.595262449,-7.083107878,-10.49430523,-13.7246354,-16.64540737,-19.07674753,-20.81936991,-21.74746427,-21.87707562,-21.35601669,-20.39540965,-19.17579347,-17.78440048,-16.24001471,-14.51969125,-12.58462731,-10.45376229,-8.251821916,-6.137713863,-4.217270289,-2.543704428,-1.149055834,-0.042467641,0.759495722,1.259998354,1.523725531,1.652232614,1.737181409,1.836956376,1.96320459,2.094861006,2.184077381,2.189101847,2.115485016,2.01035496,1.94888843,2.005040696,2.221344934,2.586080215,3.04888493
012prop_53,-4.756320792,298,0.032570303,0.132195203,0.299253858,0.533415534,0.833632433,1.198427447,1.625581694,2.111995217,2.65576651,3.258875508,3.916391879,4.622371345,5.372757776,6.165860722,7.001017127,7.876158064,8.785814676,9.720436518,10.67088888,11.62982076,12.59168837,13.55235568,14.51119418,15.46777529,16.42461556,17.39118982,18.37866074,16.8152214,-20.68486481,-59.83109948,-70.03006121,-63.53760711,-53.710194,-48.43779073,-42.54681792,-35.38791418,-24.39788603,-10.59459987,3.719370513,16.96229566,28.39593329,37.79934162,45.18041266,50.45607781,53.09296305,52.11396879,46.79073692,37.47613085,25.19462166,10.95150152,-2.961401268,-13.7117761,-16.3266541,-3.923393741,26.21807673,65.30053971,91.54981905,105.8060348,111.4554085,110.7610876,105.2613233,96.07779691,83.92066462,69.36522906,53.11345691,36.21635394,19.53751687,3.652858538,-10.98043399,-23.89921963,-35.41919134,-45.76317863,-54.85919549,-62.25906888,-67.27545282,-69.45737078,-69.18426015,-67.1437056,-63.93901916,-60.09112425,-55.84023069,-51.18099376,-46.07948383,-40.52057139,-34.5786162,-28.46573976,-22.43027742,-16.73935529,-11.57362213,-6.946647295,-2.735899973,1.225415789,5.061736868,8.786943783,12.42963117,16.04816128,19.66685283,23.20001065,26.50569289,29.45208892,31.79722657,33.2260812,33.57681811,32.85686887,31.25666323,29.02228437,26.4039504,23.61727422,20.83748272,18.14517066,15.5336824,12.95341875,10.3048527,7.457763851,4.31022135,0.839127679,-2.886870016,-6.724997768,-10.49625991,-14.04642221,-17.26072858,-20.05574692,-22.37349141,-24.16544706,-25.38102861,-26.03138556,-26.1398402,-25.73137071,-24.83099822,-23.47544147,-21.71727301,-19.61946364,-17.25290927,-14.69398633,-12.02529526,-9.323049262,-6.644078697,-4.039308799,-1.553574737,0.776212233,2.921792149,4.861269033,6.577685921,8.060059765,9.304279194,10.31296024,11.09139846,11.6457184,11.98359527,12.11425726,12.04544443,11.78506998,11.34616413,10.7422296,9.986806899,9.094220355,8.08087642,6.966116139,5.772230579,4.523059194
059dich_237,-1.368532285,298.15,0.032470441,0.131737807,0.298493056,0.533892318,0.838976797,1.214075315,1.658228134,2.16876814,2.742136224,3.37460132,4.062466981,4.802074911,5.589754085,6.421574973,7.293054493,8.199388991,9.135510627,10.09592262,11.07463834,12.06540868,13.06293097,14.06462578,15.07058384,16.08348298,17.10843914,18.15256262,19.22296487,20.32581774,21.47040765,22.67395398,23.96490965,25.38362594,26.97892973,28.77614369,30.64104853,32.21075472,33.19940384,33.67522369,33.95483453,34.37973937,35.18665158,36.47281451,38.11923739,39.29467987,37.83530129,31.13280746,18.41026259,1.645559324,-15.78008388,-30.95915733,-42.2845458,-49.29672662,-53.00374775,-53.99176898,-51.98770858,-45.94116632,-34.55268239,-17.15963312,5.346871792,30.27466757,52.606167,67.55488448,75.69319796,78.85177299,78.42178544,75.37078142,70.33635789,63.73446748,55.88833679,47.11204855,37.73574506,28.09130488,18.47304035,9.213054605,0.522548247,-7.465822682,-14.58853825,-20.63023673,-25.29887915,-28.3948935,-29.90068489,-29.99568176,-28.96643538,-27.12470988,-24.79524718,-22.24924989,-19.70088897,-17.31684208,-15.22445551,-13.51284263,-12.22280769,-11.35306366,-10.86560845,-10.69226787,-10.74045407,-10.9108562,-11.1165648,-11.28232447,-11.33932697,-11.214233,-10.82815998,-10.11071291,-9.016844152,-7.544888273,-5.739552017,-3.680739826,-1.447447849,0.901881487,3.307697889,5.699827466,8.014338691,10.13567373,11.88869209,13.08164964,13.59683636,13.49566746,12.93576815,12.05527087,10.88294005,9.421425766,7.690037518,5.717199584,3.540669789,1.211161854,-1.199415404,-3.597204585,-5.880250757,-7.954879116,-9.74842761,-11.21160193,-12.31610202,-13.03273401,-13.32465911,-13.1639706,-12.54776374,-11.51020549,-10.12670107,-8.51543963,-6.82131245,-5.19020964,-3.733968098,-2.480147889,-1.42952309,-0.584798798,0.059727917,0.52484794,0.840978834,1.033303819,1.116848448,1.096812493,0.971251502,0.737549867,0.402188571,-0.010947676,-0.451669706,-0.843726881,-1.104080949,-1.178422275,-1.092458422,-0.8981179
174hexa_712,2.537811027,298.15,0.06866385,0.276787839,0.620982043,1.097384179,1.70260663,2.43320514,3.28438443,4.249021518,5.317658132,6.479840706,7.72557994,9.045832318,10.43205119,11.87592608,13.36986268,14.90737613,16.4821384,18.0867109,19.7124485,21.34984083,22.98896713,24.62009364,26.23442858,27.82633734,29.39702545,30.95843789,32.53462705,34.16736907,35.92441873,37.8718535,40.03157688,42.37753862,44.85831273,47.41242687,49.90920851,52.04048687,53.45524473,54.08562316,54.19664733,54.15268397,54.21505907,54.49093662,54.95108762,55.27945954,54.29425654,49.70879163,39.50550055,23.81882217,5.081791859,-13.49523907,-29.43171345,-41.30476918,-49.24015766,-54.01664926,-56.15756349,-55.78817744,-52.7202706,-46.69658128,-37.82160267,-26.64316845,-14.05295412,-1.039509842,11.37271688,21.92965675,30.646099,37.67490169,43.08122311,46.74459317,48.52845404,48.36109971,46.35146134,42.75531012,37.92122007,32.23201671,26.04278763,19.63521071,13.24555936,7.095440529,1.372498432,-3.753109382,-8.117629292,-11.56411958,-13.96490421,-15.25887323,-15.48992615,-14.78773226,-13.32359791,-11.30204616,-8.985258292,-6.719645466,-4.882678077,-3.7930551,-3.617725475,-4.364865645,-5.916651961,-8.067219933,-10.55254363,-13.08424921,-15.40043275,-17.30914048,-18.73114805,-19.6990004,-20.32317687,-20.72485713,-20.9784934,-21.08820043,-20.99916912,-20.61196657,-19.80823715,-18.50160166,-16.67437675,-14.38362813,-11.7383587,-8.867159993,-5.888032134,-2.905671448,-0.021007949,2.681829802,5.130022106,7.264593466,9.046339776,10.46633133,11.54030608,12.29213934,12.7443574,12.91610554,12.82670285,12.49942335,11.96288719,11.24346198,10.35094722,9.276014279,8.010505628,6.57448144,5.022948675,3.433972868,1.88642497,0.435198742,-0.896531797,-2.106655985,-3.201151082,-4.17978145,-5.026340235,-5.716153141,-6.226832761,-6.549225229,-6.69156096,-6.677432444,-6.537503744,-6.299079783,-5.98786182,-5.634965614,-5.278536595,-4.951729092,-4.669966926,-4.426537377,-4.197592058,-3.955281188,-3.681796869,-3.374938214
194pent_782,-1.504750513,298.15,0.037669451,0.15289442,0.346209412,0.617343767,0.964763728,1.385493785,1.875034825,2.428200829,3.039771223,3.704658949,4.417821638,5.174120374,5.96825822,6.794874109,7.648574803,8.524462316,9.418579477,10.32767431,11.24893221,12.18014613,13.12041212,14.07098637,15.03548501,16.01829379,17.02163968,18.04245953,19.07377327,20.10891956,21.14447665,22.18064693,23.22038521,24.26838468,25.3301378,26.41116046,27.51608122,28.64020393,29.71988681,30.56251523,30.90958594,30.60105684,29.54240016,27.34096703,23.28167588,17.21226212,10.10427436,3.382314304,-1.823185478,-5.482384653,-8.018879054,-9.768174125,-10.98513032,-11.8807287,-12.71137342,-13.58026007,-14.34044106,-13.9468056,-9.80991141,1.164396889,19.92386232,43.79382611,65.93239485,78.64366152,84.05847976,84.43264073,81.33768793,75.90091245,68.94068471,61.04170848,52.60695163,43.91526533,35.16651724,26.50439179,18.03385213,9.91366071,2.344526723,-4.545433234,-10.75586066,-16.25572153,-20.9458651,-24.72844919,-27.59762114,-29.73643193,-31.36801309,-32.57709227,-33.50678897,-34.27406407,-34.91503497,-35.43625963,-35.84732837,-36.16917275,-36.45385179,-36.72975139,-36.93620492,-36.89958863,-36.37864578,-35.16950704,-33.22009184,-30.70244849,-27.79985523,-24.64488471,-21.35991068,-18.05557152,-14.81892048,-11.69630153,-8.687896145,-5.757973622,-2.862076671,0.028780774,2.888643866,5.658152509,8.296038685,10.80991796,13.21215366,15.55669731,17.89117849,20.17439375,22.24825669,23.90649403,25.00515545,25.50564797,25.44252671,24.86326953,23.79902812,22.2573337,20.22345107,17.6883183,14.69500526,11.35601624,7.826534892,4.253553423,0.758695115,-2.55470585,-5.600415938,-8.308496034,-10.62675067,-12.51769677,-13.98362478,-15.03755523,-15.70317874,-16.01137965,-15.99561678,-15.68658182,-15.12169191,-14.34637011,-13.4153312,-12.39459347,-11.35660012,-10.35822778,-9.418664364,-8.52083637,-7.648087963,-6.789513001,-5.938914756,-5.093595296,-4.253615689,-3.420824065,-2.598025155,-1.78888061,-0.998110949,-0.230760001
242tric_970,-0.53347262,298,0.023574138,0.095463094,0.215536617,0.383478687,0.598651583,0.859856566,1.165157147,1.511811593,1.896666557,2.316346648,2.767373987,3.246242994,3.749433625,4.273335201,4.814525133,5.369990262,5.937283835,6.514502503,7.100266512,7.693661773,8.294303504,8.902698731,9.520728313,10.15164426,10.79925999,11.46603419,12.15090696,12.85109477,13.56417107,14.29040309,15.03372429,15.80221444,16.60770072,17.4647203,18.38656493,19.37642945,20.40979739,21.41279322,22.28699789,22.97618365,23.4890965,23.84418153,23.8831397,22.98152763,20.2810384,15.55915518,9.611045881,3.688362315,-1.232845734,-4.593414172,-6.643307371,-7.796840626,-8.356720458,-8.506733169,-8.260034094,-7.29449012,-4.791202392,0.288905408,8.403159371,18.73511259,28.51177605,34.12957961,36.53233849,36.71293294,35.39729309,33.06446944,30.02355196,26.49246226,22.64439144,18.62798734,14.56747836,10.55641197,6.659794523,2.922960655,-0.619044999,-3.939632997,-6.998404489,-9.694887953,-11.90259397,-13.52500188,-14.53318858,-15.00072672,-15.04516044,-14.77494299,-14.28174826,-13.64409344,-12.91894844,-12.14680896,-11.35756725,-10.5767391,-9.829241113,-9.137337018,-8.516450406,-7.971836775,-7.500069391,-7.095425187,-6.761497116,-6.503979556,-6.320002236,-6.198625294,-6.122264015,-6.068803704,-6.015051909,-5.928787106,-5.784388713,-5.553941686,-5.200047478,-4.681926928,-3.964405457,-3.044440488,-1.964868817,-0.787430078,0.420480137,1.593908701,2.67613257,3.631127864,4.452954614,5.140599652,5.684182725,6.045841494,6.193035453,6.123848863,5.848425333,5.377248511,4.722081329,3.899415848,2.936989185,1.880921398,0.778670967,-0.326818764,-1.398177557,-2.401070973,-3.301005986,-4.062960323,-4.655860544,-5.060237971,-5.277323426,-5.328479375,-5.236425494,-5.022777293,-4.708479542,-4.314198589,-3.859318422,-3.36260037,-2.84438018,-2.328203162,-1.840067953,-1.404280144,-1.037353795,-0.739163196,-0.50298342,-0.322539152,-0.191589036,-0.103282893,-0.050434414,-0.025601553,-0.021311306,-0.030642009,-0.047465489,-0.066453812
034dibr_137,-1.794562324,298,0.024066669,0.097093569,0.217962758,0.38500974,0.596261001,0.849578366,1.142561475,1.472478915,1.836433287,2.231661033,2.655689417,3.106119651,3.580084097,4.074482942,4.586138271,5.11204143,5.649562569,6.196564783,6.751692687,7.314886322,7.887804103,8.473642771,9.075840017,9.69560826,10.33195775,10.98281412,11.64652186,12.32343528,13.01616413,13.72961596,14.4706662,15.24753054,16.06865154,16.94143675,17.87107118,18.85792302,19.88581899,20.90127371,21.78908196,22.22011573,21.36828957,18.35744786,13.39500612,7.829284596,3.139962663,0.100555423,-1.658626484,-2.525197204,-2.802024521,-2.718281956,-2.499055267,-2.354013058,-2.346692251,-2.507048939,-2.840712246,-3.226038135,-3.187496917,-1.751083556,2.347638822,9.979484079,20.46820649,31.24280689,39.52320192,43.18026847,43.73934143,42.30301413,39.60549569,36.11769266,32.14783083,27.90415322,23.52985799,19.1239231,14.75652114,10.47950951,6.330972199,2.336965366,-1.469197993,-5.019784688,-8.266516797,-11.08530731,-13.34956057,-15.03715889,-16.18112603,-16.89102312,-17.27743592,-17.43135232,-17.42798038,-17.32097893,-17.15669561,-16.97511815,-16.80678042,-16.67202018,-16.58067194,-16.52747808,-16.47966065,-16.40299193,-16.27244983,-16.08262128,-15.81748215,-15.4358924,-14.87831621,-14.09155253,-13.06586508,-11.85557905,-10.50710442,-9.046639719,-7.489221385,-5.84964323,-4.165750069,-2.467946454,-0.745767582,1.024256624,2.868560613,4.769769453,6.66020999,8.468990379,10.13281747,11.59559395,12.81266932,13.7436968,14.35137706,14.59785785,14.44904742,13.90245817,12.98222038,11.73601388,10.21954811,8.486189962,6.603233755,4.647887869,2.687044772,0.778099654,-1.030999297,-2.701229351,-4.202920531,-5.515402262,-6.621991483,-7.516201914,-8.195299755,-8.667691193,-8.948093197,-9.054379358,-9.006903298,-8.827544391,-8.538224742,-8.161182066,-7.716434229,-7.223127896,-6.695822428,-6.146123083,-5.582962198,-5.012107195,-4.438009989,-3.864494389,-3.294645419,-2.731115824,-2.176534756,-1.633078215,-1.103017359,-0.588922081
247hydr_987,-0.546060762,298.15,0.009766525,0.039392299,0.088359316,0.155816815,0.240717714,0.342120712,0.459419899,0.592091113,0.73924279,0.899552971,1.071603191,1.254318064,1.447586053,1.652790689,1.871507509,2.103578062,2.347194887,2.600243012,2.86115354,3.128848726,3.402469269,3.681343395,3.965115738,4.254129468,4.550407199,4.859666653,5.194534046,5.578452542,6.049104842,6.659664731,7.433772269,7.553326393,3.507567047,-6.982649779,-19.46732472,-27.85289336,-30.39536659,-29.28302201,-27.07836032,-24.89150496,-22.73066114,-20.36015098,-17.74381863,-15.04477654,-12.50144639,-10.33652099,-8.719076407,-7.761152405,-7.52874941,-8.05434956,-9.3470168,-11.40612975,-14.2702739,-18.04794967,-22.71483259,-27.40713925,-28.87297282,-20.50647018,4.699221885,44.52081479,73.63636232,90.68011005,98.66750015,100.0846267,96.79410727,90.19185851,81.32533176,71.01741005,59.86702613,48.32988843,36.78260423,25.56163941,14.92038656,4.967938522,-4.301697146,-12.93456859,-20.9310815,-28.16190261,-34.31451667,-38.97432743,-42.091206,-43.8366553,-44.53577573,-44.45150388,-43.68419593,-42.15380077,-39.70737081,-36.51172172,-32.86632557,-29.04212254,-25.20688725,-21.4518167,-17.83621056,-14.39302069,-11.1368402,-8.092107622,-5.281645394,-2.708028374,-0.375204406,1.712889854,3.553714863,5.149797787,6.509691814,7.645778802,8.577363241,9.334604285,9.956754887,10.49086818,10.98583996,11.48834679,12.03746287,12.66002656,13.34710747,14.01113018,14.57411889,14.95118815,15.06377111,14.85230822,14.28234948,13.34827731,12.07863735,10.51096776,8.693112564,6.682666092,4.543216458,2.340708046,0.140163253,-1.996925996,-4.014715979,-5.864162181,-7.503655643,-8.90017129,-10.02814309,-10.87107261,-11.42210271,-11.6835238,-11.66628627,-11.38850906,-10.87049386,-10.14206586,-9.238209843,-8.195919772,-7.053187455,-5.847911214,-4.616678112,-3.393660872,-2.213765112,-1.10507028,-0.087699307,0.822624669,1.614644596,2.281850707,2.821660978,3.234921437,3.525596285,3.700420548,3.76847587,3.740734467,3.629895962,3.449557485
