Mol,HFE,Temp,hnc_w_40,hnc_w_80,hnc_w_120,hnc_w_160,hnc_w_200,hnc_w_240,hnc_w_280,hnc_w_320,hnc_w_360,hnc_w_400,hnc_w_440,hnc_w_480,hnc_w_520,hnc_w_560,hnc_w_600,hnc_w_640,hnc_w_680,hnc_w_720,hnc_w_760,hnc_w_800,hnc_w_840,hnc_w_880,hnc_w_920,hnc_w_960,hnc_w_1000,hnc_w_1040,hnc_w_1080,hnc_w_1120,hnc_w_1160,hnc_w_1200,hnc_w_1240,hnc_w_1280,hnc_w_1320,hnc_w_1360,hnc_w_1400,hnc_w_1440,hnc_w_1480,hnc_w_1520,hnc_w_1560,hnc_w_1600,hnc_w_1640,hnc_w_1680,hnc_w_1720,hnc_w_1760,hnc_w_1800,hnc_w_1840,hnc_w_1880,hnc_w_1920,hnc_w_1960,hnc_w_2000,hnc_w_2040,hnc_w_2080,hnc_w_2120,hnc_w_2160,hnc_w_2200,hnc_w_2240,hnc_w_2280,hnc_w_2320,hnc_w_2360,hnc_w_2400,hnc_w_2440,hnc_w_2480,hnc_w_2520,hnc_w_2560,hnc_w_2600,hnc_w_2640,hnc_w_2680,hnc_w_2720,hnc_w_2760,hnc_w_2800,hnc_w_2840,hnc_w_2880,hnc_w_2920,hnc_w_2960,hnc_w_3000,hnc_w_3040,hnc_w_3080,hnc_w_3120,hnc_w_3160,hnc_w_3200,hnc_w_3240,hnc_w_3280,hnc_w_3320,hnc_w_3360,hnc_w_3400,hnc_w_3440,hnc_w_3480,hnc_w_3520,hnc_w_3560,hnc_w_3600,hnc_w_3640,hnc_w_3680,hnc_w_3720,hnc_w_3760,hnc_w_3800,hnc_w_3840,hnc_w_3880,hnc_w_3920,hnc_w_3960,hnc_w_4000,hnc_w_4040,hnc_w_4080,hnc_w_4120,hnc_w_4160,hnc_w_4200,hnc_w_4240,hnc_w_4280,hnc_w_4320,hnc_w_4360,hnc_w_4400,hnc_w_4440,hnc_w_4480,hnc_w_4520,hnc_w_4560,hnc_w_4600,hnc_w_4640,hnc_w_4680,hnc_w_4720,hnc_w_4760,hnc_w_4800,hnc_w_4840,hnc_w_4880,hnc_w_4920,hnc_w_4960,hnc_w_5000,hnc_w_5040,hnc_w_5080,hnc_w_5120,hnc_w_5160,hnc_w_5200,hnc_w_5240,hnc_w_5280,hnc_w_5320,hnc_w_5360,hnc_w_5400,hnc_w_5440,hnc_w_5480,hnc_w_5520,hnc_w_5560,hnc_w_5600,hnc_w_5640,hnc_w_5680,hnc_w_5720,hnc_w_5760,hnc_w_5800,hnc_w_5840,hnc_w_5880,hnc_w_5920,hnc_w_5960,hnc_w_6000,hnc_w_6040,hnc_w_6080,hnc_w_6120,hnc_w_6160,hnc_w_6200,hnc_w_6240,hnc_w_6280,hnc_w_6320,hnc_w_6360,hnc_w_6400
0004nbu,2.08,298,0.043260496,0.174333864,0.3910199,0.690995877,1.072509835,1.533936683,2.07277837,2.685025529,3.365219743,4.107333638,4.905848048,5.756209757,6.654561207,7.597193081,8.580475762,9.600836155,10.65412428,11.73530389,12.83853256,13.95729838,15.08455979,16.21323542,17.33690276,18.45145227,19.55757918,20.66345009,21.78414661,22.93361529,24.11789931,25.33828763,26.59459928,27.88338132,29.19705274,30.5245647,31.83018247,33.00541417,33.89529217,34.42691362,34.6692897,34.76571698,34.84423914,34.97653107,35.17082982,35.29096828,34.75663166,32.38524204,27.05859538,18.73067633,8.5974108,-1.642462597,-10.56393744,-17.2403918,-21.84327839,-24.78963004,-26.31112681,-26.42009131,-24.97800228,-21.91454723,-17.36045881,-11.67351637,-5.340327336,1.126114661,7.20782035,12.29010216,16.42532925,19.71791167,22.21871261,23.8893078,24.63110881,24.39689871,23.21642322,21.21979197,18.59123235,15.53765177,12.24345936,8.851043302,5.47921927,2.252227245,-0.733275555,-3.393831876,-5.650799799,-7.426249705,-8.650980547,-9.285792164,-9.355322121,-8.93352983,-8.123930992,-7.048914255,-5.853756518,-4.714109571,-3.815663752,-3.308586005,-3.257722798,-3.648994263,-4.384185941,-5.335329043,-6.377059024,-7.388417126,-8.270619331,-8.962894162,-9.44884002,-9.75285682,-9.918164154,-9.983971489,-9.966736679,-9.858326274,-9.634461035,-9.261469646,-8.705095048,-7.943741744,-6.979540332,-5.839208715,-4.565918993,-3.211118448,-1.822737399,-0.445726246,0.874212309,2.09354842,3.173838959,4.084514734,4.811909854,5.353113248,5.722573236,5.937994885,6.015497022,5.968192711,5.804338928,5.534171758,5.170930482,4.728056775,4.215497191,3.639926073,3.010152574,2.342005638,1.658543988,0.986581088,0.349744233,-0.237758452,-0.770055409,-1.248204319,-1.677953858,-2.063060874,-2.402839263,-2.692633878,-2.924792231,-3.091609123,-3.190827307,-3.228929922,-3.2180363,-3.169721526,-3.093657387,-2.997179133,-2.88491817,-2.760646418,-2.625957608,-2.481509469,-2.327340358,-2.163836048,-1.990977231,-1.807810035
0147met,-6.55,298,0.038204494,0.154453586,0.348135835,0.618878089,0.966585008,1.390227461,1.886663567,2.450481823,3.073930597,3.750105862,4.476791963,5.255020213,6.085200009,6.965044114,7.889976498,8.855022952,9.8552716,10.88537202,11.93986052,13.01358112,14.10438764,15.21586789,16.35767375,17.54587891,18.80437372,20.1642669,21.66049045,23.31011678,24.81104486,24.85278015,20.06952013,6.62754962,-9.943646221,-19.08295207,-19.11504671,-14.11701135,-6.958538732,-0.055065402,5.920713696,10.9973149,15.32535919,19.02780701,22.09982474,24.14081527,24.00845029,20.15537365,11.91994203,0.365959059,-12.29082717,-23.75191485,-31.82999889,-34.63380033,-30.92108935,-20.46110517,-3.419769073,19.68530074,46.79720685,73.16612485,90.18919841,97.63903056,97.82270676,92.70781339,84.179837,73.61841257,62.05199012,50.21234547,38.42271779,26.77865945,15.40782906,4.439798366,-5.997920724,-15.78023982,-24.79467139,-32.91569136,-39.9010097,-45.37268464,-49.06747185,-50.83304613,-50.76874304,-49.19917681,-46.37265449,-42.41559591,-37.38885986,-31.37428375,-24.5475102,-17.18823043,-9.850910916,-3.158636822,2.401026648,6.533541769,9.193323358,10.56374782,10.91944943,10.56164438,9.785370641,8.819819008,7.804092275,6.795121966,5.803498559,4.822045924,3.830809161,2.810126262,1.760356012,0.721300606,-0.217948431,-0.915659676,-1.234864761,-1.126057813,-0.641333992,0.103434484,0.95527286,1.757703321,2.385083201,2.772420154,2.892846625,2.733715696,2.302847898,1.63710685,0.783868144,-0.20472289,-1.276975911,-2.383639715,-3.478178328,-4.518696432,-5.46068433,-6.271130383,-6.931270141,-7.437525823,-7.798153451,-8.028353542,-8.149532076,-8.17987248,-8.100561209,-7.858909951,-7.419617731,-6.763430491,-5.885490816,-4.79945004,-3.541933512,-2.16299973,-0.720770517,0.721346281,2.10222435,3.372167118,4.494155053,5.43963723,6.1809383,6.688929713,6.946929392,6.957937317,6.74612452,6.351671221,5.821326485,5.194934489,4.499160746,3.749808134,2.96233237,2.157346217,1.35550737,0.571143457
0198chl,-0.77,298,0.015413081,0.062490903,0.14131788,0.251754415,0.393323617,0.565241252,0.766352907,0.995141023,1.250003301,1.529618566,1.833167217,2.160565732,2.512086296,2.887360582,3.28438888,3.700130655,4.131496405,4.575510762,5.029391051,5.490696419,5.957567901,6.428875573,6.904346511,7.385006478,7.873629823,8.374248831,8.89087875,9.42627406,9.976079887,10.37664305,9.769384394,7.231677615,3.468726424,0.086237933,-1.975122831,-2.650554079,-2.311175125,-1.392993659,-0.230379242,0.981444799,2.155278733,3.264183856,4.287369283,5.04628929,4.919232219,3.013436507,-0.969493224,-6.208044116,-11.04681625,-13.36691391,-11.06085767,-3.620333718,7.77453298,20.50628859,30.37856438,37.12180046,41.69647105,44.89095372,47.09396813,48.14357252,46.87965235,42.81688694,36.91561112,30.2095772,23.6442781,17.31945536,11.26307842,5.501743788,0.157713892,-4.636854049,-8.826793486,-12.36726646,-15.23496058,-17.44617524,-19.07618948,-20.24396422,-21.03318844,-21.47901921,-21.57121089,-21.27510533,-20.56382624,-19.46761466,-18.03600492,-16.3251918,-14.40366115,-12.38820195,-10.43754079,-8.68841916,-7.210993571,-6.002019525,-4.999328026,-4.116030565,-3.272208815,-2.402445298,-1.47936763,-0.506681057,0.483757868,1.452180486,2.367916996,3.213915029,3.984389217,4.681368753,5.313637423,5.899185208,6.467781368,7.055498658,7.689662955,8.353328542,8.969693525,9.443051088,9.683447143,9.628795249,9.273355627,8.642097575,7.762149801,6.665567893,5.389931811,3.977018226,2.47144436,0.918754391,-0.632543877,-2.131928517,-3.541642577,-4.826199604,-5.958354939,-6.919200819,-7.694945961,-8.278071868,-8.665741762,-8.860546327,-8.87072489,-8.709317255,-8.39283364,-7.939372958,-7.36811679,-6.699687193,-5.955302779,-5.154871398,-4.318713496,-3.466743642,-2.617717397,-1.788620934,-0.994359444,-0.247585993,0.441605605,1.065591768,1.618990675,2.098169678,2.501577544,2.829397492,3.082664665,3.264285793,3.378022857,3.428252489,3.419894456,3.358448624,3.249402655,3.098504463,2.911603436,2.694413342
0149mor,-7.17,298,0.036843592,0.148676249,0.334452443,0.593873855,0.927342002,1.334347124,1.81245544,2.357210259,2.962907984,3.625636263,4.34494391,5.12229766,5.958684119,6.852541651,7.799768393,8.79529665,9.834358536,10.91341596,12.02908133,13.17711298,14.35293362,15.55277485,16.77730931,18.0348956,19.3428624,20.72714351,22.21956005,23.84109041,25.37913518,25.82989481,21.95209169,9.373311969,-6.958375348,-16.18813815,-16.96967631,-13.5412425,-8.044623815,-1.924334194,4.283004882,10.45087184,16.40506567,21.97612743,26.89820963,30.43154061,31.04148586,27.04340518,18.07710156,5.756915111,-7.219498501,-18.09925409,-24.83449558,-26.16706084,-21.06341807,-9.846141042,5.939141912,24.41511006,43.57735997,60.71314328,74.15929619,82.68332012,85.24747114,82.22080187,75.30253954,65.86559283,55.09503265,44.14781261,33.297595,22.63719527,12.28437148,2.378038004,-6.86672072,-15.3300631,-22.98247881,-29.76142669,-35.54635604,-40.19798001,-43.60297969,-45.70266925,-46.49795519,-46.03246566,-44.38843687,-41.64757302,-37.85505797,-33.0639319,-27.39304276,-21.08477428,-14.54842375,-8.285476261,-2.779624549,1.54107849,4.538361993,6.347298009,7.214545222,7.437568978,7.342050271,7.211207214,7.243740095,7.537744384,8.064060749,8.706594513,9.33833309,9.891895866,10.37444546,10.8386153,11.3420713,11.91836218,12.56536032,13.25058499,13.91812206,14.49058357,14.86843025,14.92860508,14.51225394,13.46361729,11.68451748,9.152605798,5.949516297,2.254444482,-1.71699364,-5.763511328,-9.712359875,-13.40550178,-16.74701361,-19.66124357,-22.07984861,-23.94899842,-25.22183083,-25.86829519,-25.88292011,-25.28592508,-24.12510608,-22.47256135,-20.41024934,-18.02673889,-15.40959551,-12.63907457,-9.788437635,-6.92536497,-4.112133735,-1.405324135,1.150967854,3.521977925,5.681015221,7.605298604,9.273779172,10.66478381,11.76089617,12.55724357,13.06098923,13.28770822,13.25854302,12.99811658,12.53291271,11.89002375,11.09617628,10.17778569,9.161495862,8.071376648,6.930089139,5.758748785
test1047,-8.4,298,0.089867897,0.363942889,0.821994148,1.463590978,2.287571589,3.291233337,4.469905111,5.817267069,7.328087655,9.001408163,10.83357589,12.81872004,14.95025486,17.21910543,19.61442614,22.1240334,24.73379525,27.42811473,30.18993567,33.00200644,35.84856051,38.71759951,41.6035599,44.51399867,47.47442106,50.53222338,53.73351034,55.6503743,46.41653128,27.35634357,18.54714395,19.35902935,27.73602405,40.78078149,55.49339999,67.7981425,77.00374457,83.86613484,89.23737725,93.7258319,97.66755093,101.184383,104.1043845,105.5910518,103.8323496,96.63289776,83.07119851,64.66806588,44.71569581,26.16316165,11.50805212,1.540224459,-3.896361821,-3.761972797,3.604793641,18.11944196,36.35514918,52.90738533,62.66120325,64.11452258,58.87858492,50.04540588,39.74557478,28.63118146,17.48889599,6.823408658,-3.008753617,-11.98428128,-20.09331851,-27.24657969,-33.5597464,-39.0953981,-43.96755687,-48.24152551,-51.88318876,-54.76226993,-56.76290021,-57.91082503,-58.38324415,-58.40652143,-58.03518317,-56.95263152,-54.62874556,-50.6267824,-44.88371461,-37.79459257,-30.05093742,-22.3194015,-15.09203139,-8.681272565,-3.265794129,1.070647464,4.314704429,6.512562677,7.801672609,8.439601906,8.679169379,8.728800146,8.697967345,8.539663435,8.059307953,6.991055868,5.157645865,2.648003042,-0.316747227,-3.474396084,-6.532493725,-9.234634806,-11.37715067,-12.80174062,-13.46571465,-13.47443378,-13.06120027,-12.50237016,-12.02337316,-11.87724229,-12.25952936,-13.27079727,-14.87892867,-16.94121391,-19.2016794,-21.28988333,-22.91332339,-23.88492396,-24.0986652,-23.49138355,-22.05110155,-19.85241968,-17.04853331,-13.79773882,-10.28055191,-6.677269396,-3.146854486,0.155540994,3.068355964,5.447774152,7.196701653,8.292922133,8.769885531,8.771245712,8.445987184,7.874239908,7.082542577,6.072064941,4.844960302,3.430528772,1.886787384,0.290034831,-1.284405783,-2.773620329,-4.104643739,-5.207175891,-6.019143797,-6.498155369,-6.653321411,-6.579509832,-6.386978104,-6.162658284,-5.969647554,-5.85732222
test2025,-9.61,298,0.03973734,0.160783459,0.362523438,0.643797942,1.002752745,1.436892091,1.94297231,2.517151452,3.155597273,3.855806164,4.616106464,5.433292379,6.302818469,7.220304685,8.181729003,9.183526145,10.22252175,11.29562581,12.39937735,13.53009587,14.68451352,15.86065652,17.0587023,18.28288499,19.54378245,20.85945531,22.2559635,23.71700877,24.58566393,23.42917914,20.94541975,19.08345486,16.95816063,12.8911153,7.996741061,4.417754193,2.980276905,3.358586916,4.884335229,7.024743261,9.477781458,12.08337263,14.69394988,16.92180349,17.84452652,16.29693637,11.78175316,4.957875591,-2.796794567,-10.13218223,-15.71374007,-17.70715218,-12.99798719,2.51128077,30.65368959,68.70405922,105.9518066,134.6153244,153.6882434,161.6717536,158.1171105,145.0455195,125.0046701,100.7099625,74.92228576,50.43473419,28.58966816,9.156379804,-8.114483717,-23.44688258,-36.97477435,-48.80622561,-58.71977742,-66.55422169,-72.22829087,-75.64207728,-76.75924197,-75.69363779,-72.54184548,-67.47810754,-60.84089264,-53.15922547,-44.9473227,-36.61971413,-28.44862744,-20.67761328,-13.50283887,-7.055257162,-1.472412941,3.174564348,6.899335887,9.764031943,11.85836186,13.28742857,14.17560642,14.63970512,14.7718681,14.63046094,14.23786241,13.58089444,12.61983064,11.3162655,9.672155231,7.797274358,5.862427711,4.012480008,2.369564515,1.043074048,0.099594214,-0.458183947,-0.714286087,-0.787233449,-0.805544241,-0.903733543,-1.199070029,-1.783268845,-2.713761982,-4.020309171,-5.686125008,-7.631879011,-9.77741566,-12.0343213,-14.27853752,-16.33352753,-17.99723905,-19.10577113,-19.60848763,-19.55624586,-19.03772245,-18.15791435,-17.01768496,-15.69874154,-14.24902091,-12.67430018,-10.95377633,-9.054601724,-6.960108578,-4.692545735,-2.304955043,0.137663672,2.582501403,4.990836208,7.329053396,9.552909092,11.59408261,13.35816126,14.75491642,15.72337831,16.25212863,16.36044879,16.06695811,15.39062233,14.3707384,13.07153417,11.56173698,9.912490258,8.187049995,6.423473843,4.639358967,2.841045813
0103eth,-4.5,298,0.026148843,0.105577379,0.23737533,0.42034823,0.653287647,0.934899243,1.263581628,1.637103279,2.052372836,2.506275481,2.996641839,3.521764587,4.079731981,4.668508128,5.28649788,5.932797463,6.606510684,7.305706835,8.027996615,8.771748916,9.537307274,10.32883283,11.15607177,12.03557638,12.99047167,14.04896652,15.24118228,16.57485828,17.73536062,17.71167564,16.29531123,14.89311008,14.74045524,15.912111,17.57359292,18.63264037,18.61996468,17.83605755,16.81724022,15.9406473,15.32078189,14.89861467,14.49913909,13.75780154,12.06047389,8.764488981,3.621763567,-3.003257635,-10.32411978,-17.52927998,-24.00274108,-29.45273119,-33.71911168,-35.91904998,-33.79153526,-24.75880626,-8.283849156,12.89100001,30.24484965,41.61840235,48.38572518,51.60453315,52.01593747,50.32162471,47.15150397,42.95549162,38.04488869,32.636608,26.88558741,20.91674322,14.84993203,8.780931891,2.795466502,-3.009565626,-8.46599365,-13.25071458,-17.0830395,-19.71862214,-21.1088617,-21.49192937,-21.09688661,-20.09049949,-18.59564861,-16.71603347,-14.56110828,-12.27407992,-10.01031387,-7.935577002,-6.189314697,-4.865798738,-4.005744829,-3.597163014,-3.580943247,-3.872724469,-4.37433703,-4.9889415,-5.626445728,-6.200637673,-6.629546942,-6.84722455,-6.820188562,-6.542002286,-6.042453568,-5.366151229,-4.55297195,-3.632752928,-2.641034223,-1.594656994,-0.497834851,0.647154251,1.828761024,3.020602054,4.184077906,5.278630426,6.252053814,7.039052207,7.575393575,7.815255042,7.736136386,7.34901125,6.696700842,5.840769064,4.84532882,3.768742632,2.661655293,1.563853961,0.503613893,-0.496313011,-1.41846124,-2.244690533,-2.953442881,-3.532151999,-3.973492467,-4.274567297,-4.437201185,-4.468131802,-4.378710817,-4.184062471,-3.902224589,-3.553045742,-3.157166128,-2.736337165,-2.309528938,-1.89272092,-1.499031424,-1.139231795,-0.8211176,-0.549498585,-0.326418855,-0.151483542,-0.022012177,0.066521704,0.120195605,0.145750663,0.149946564,0.139664332,0.120877043,0.098466433,0.076076396,0.056513387
0014tri,2.85,298,0.096288766,0.388914064,0.874919841,1.550289148,2.410170878,3.448396998,4.657084512,6.026799198,7.547161411,9.208008188,11.00067802,12.91826261,14.95384788,17.09808746,19.33816115,21.65836268,24.04121782,26.46896082,28.92366542,31.38675005,33.83883654,36.26015427,38.63242435,40.9423292,43.18602823,45.37263,47.52170846,49.65048672,51.76343003,53.85680576,55.92482199,57.95705669,59.93952972,61.85343283,63.63539684,65.08852766,65.933313,66.05012857,65.58848203,64.8350311,64.04332093,63.35810393,62.79489953,62.04501559,59.87414782,54.01418231,42.73953218,26.63972123,8.402399473,-8.875572059,-22.91519627,-32.86426375,-39.29604428,-42.89050147,-44.12019504,-43.15294624,-39.90536663,-34.30847077,-26.51404974,-17.04668909,-6.713032478,3.628691455,13.23367226,21.33069054,27.51959224,32.03290515,35.02953355,36.51866385,36.42892358,34.74286,31.59627239,27.27654582,22.14263535,16.55137899,10.81921551,5.180408696,-0.199436945,-5.178672947,-9.640775504,-13.48675638,-16.59651339,-18.86025773,-20.21793637,-20.62981308,-20.15405312,-18.93352171,-17.15391961,-15.00785005,-12.70836618,-10.50594742,-8.649828802,-7.314242983,-6.549139768,-6.284859804,-6.360799076,-6.57004954,-6.743333265,-6.755921505,-6.530569157,-6.06352419,-5.425163872,-4.73109732,-4.109682593,-3.641748424,-3.334781318,-3.131233349,-2.954288697,-2.739608123,-2.45538397,-2.10158913,-1.697566869,-1.264168403,-0.815135719,-0.354793528,0.098100176,0.485894638,0.73213613,0.777507424,0.60756132,0.261920032,-0.179140931,-0.620585513,-0.98577078,-1.239859502,-1.389649942,-1.467779883,-1.521501593,-1.591522885,-1.703900015,-1.868813272,-2.08019383,-2.318179619,-2.557143503,-2.768187347,-2.929264703,-3.027800469,-3.061486786,-3.036742206,-2.956647698,-2.814979807,-2.600780609,-2.309645306,-1.947178779,-1.52851384,-1.074055128,-0.602454395,-0.130279674,0.328207963,0.759670199,1.150186026,1.486962119,1.761902504,1.972674862,2.119967613,2.203787108,2.220029087,2.161479986,2.022489078,1.806100387,1.522339035
test1054,-16.2,298,0.101100353,0.409188652,0.923491742,1.643123326,2.566880735,3.692423164,5.015020807,6.526400597,8.216982815,10.07986626,12.11181989,14.30945879,16.66583801,19.16984721,21.80770016,24.56354129,27.41984945,30.35953632,33.3674467,36.43010931,39.53579587,42.67524002,45.8438911,49.04666483,52.30253222,55.647227,59.13289854,62.72137695,65.17710694,63.49930162,54.11047447,31.64604477,0.204707367,-23.98250264,-35.66544848,-36.25504267,-29.20634432,-18.65388452,-6.758733807,5.598464738,17.91887574,29.80783362,40.50203843,48.41037851,51.30506922,47.44212035,37.04256191,22.76220861,8.03215883,-4.221926403,-10.56868861,-5.927336888,16.77302354,63.18037826,132.4010936,214.2970644,293.1850185,352.6991944,385.0636339,388.4247999,364.7209182,321.5842258,266.5610148,204.9023797,141.9568185,81.91639941,27.74809723,-20.05307558,-61.68878645,-97.60791755,-127.9799965,-152.9186923,-172.7532678,-187.7609658,-198.0182044,-203.4800548,-204.1651197,-200.3200487,-192.417778,-181.0641836,-166.759864,-149.9149551,-130.8058206,-109.6120492,-86.79308484,-63.23301528,-40.114906,-18.66831776,0.277058577,16.39608448,29.86485259,41.08269397,50.37867495,58.01108673,64.20744715,69.12847552,72.8257632,75.28349453,76.42556319,76.12777818,74.20855043,70.54116461,65.17410648,58.31797626,50.35878698,41.83404291,33.28774365,25.1226184,17.54879467,10.63294515,4.342921819,-1.470664701,-7.16188596,-13.13439521,-19.57237876,-26.41157893,-33.48105015,-40.56651855,-47.44629267,-53.85724216,-59.5753963,-64.43360123,-68.27977369,-70.89942249,-72.08143495,-71.7321877,-69.91106684,-66.72693912,-62.26103409,-56.58647195,-49.79037293,-41.97692212,-33.30073904,-23.92288183,-13.95956786,-3.56145835,7.027206102,17.46114416,27.31552436,36.17110434,43.7526736,49.89195341,54.46906716,57.39713162,58.67148987,58.41669819,56.82443248,54.0512353,50.21935641,45.43765478,39.85395263,33.6598462,27.0304477,20.14996433,13.21228826,6.421186571,-0.033998763,-6.010420782,-11.41945982,-16.25389064
0939tet,3.04,298,0.053611211,0.216571463,0.487141103,0.862792621,1.340803626,1.918123161,2.591092147,3.355553627,4.207139327,5.14181822,6.156794609,7.250456926,8.420580864,9.66243051,10.96764631,12.32487825,13.72172729,15.14689554,16.59043562,18.04414526,19.50079739,20.95269636,22.39248457,23.81674743,25.23090751,26.65129304,28.0851745,29.46374,30.64667535,31.55772367,32.2370031,32.77324221,33.24106641,33.68218221,34.10790611,34.50029206,34.82035152,35.03564977,35.14487374,35.17551844,35.16301604,35.13187743,35.09434708,35.06816833,35.0518845,34.87799668,34.13504019,32.41879499,29.66962676,26.21937921,22.59944893,19.31000722,16.51157733,14.2419538,12.45806302,11.04859544,9.860816895,8.743863365,7.550823821,6.214845651,4.749144537,3.204868073,1.66908669,0.327585481,-0.823702813,-1.812593192,-2.659536351,-3.387360187,-4.022753905,-4.587545613,-5.088736788,-5.517552509,-5.857508266,-6.09415116,-6.222194844,-6.245062166,-6.172214387,-6.047753691,-5.915311615,-5.780426985,-5.645927724,-5.512626953,-5.38034621,-5.248822919,-5.111105134,-4.960265525,-4.790203465,-4.602863794,-4.399485915,-4.180619221,-3.946278115,-3.696144436,-3.43015969,-3.149953977,-2.862105572,-2.582639314,-2.337218142,-2.152325263,-2.042757242,-2.005645373,-2.023546558,-2.071937455,-2.130764599,-2.186534788,-2.23113251,-2.260468495,-2.273252661,-2.269996821,-2.252196593,-2.211365896,-2.128244311,-2.012440549,-1.870932697,-1.711070102,-1.538502608,-1.359023004,-1.1727927,-0.972009468,-0.764933259,-0.560543452,-0.367831263,-0.194458007,-0.045637463,0.075968403,0.169559721,0.235315384,0.272538787,0.281280364,0.264669396,0.229676883,0.183123853,0.128207739,0.064152751,-0.010733913,-0.095333168,-0.185007569,-0.2772901,-0.371292024,-0.460724965,-0.54116769,-0.609077984,-0.661146638,-0.696475622,-0.715170621,-0.718273261,-0.711175419,-0.697192157,-0.679948356,-0.660010502,-0.637954349,-0.614402542,-0.590679596,-0.568848921,-0.549202876,-0.531846771,-0.516765264,-0.503835804,-0.492853089,-0.483555817,-0.475651438
0039mxy,-0.84,298,0.046837717,0.18933471,0.426549233,0.757474327,1.181171439,1.696296291,2.300535771,2.990456307,3.761836885,4.610547853,5.53347108,6.528342907,7.592605005,8.722083028,9.910847423,11.1519639,12.43792054,13.76143832,15.11570095,16.49398192,17.88944894,19.29534665,20.70560205,22.11610786,23.52748777,24.94799069,26.39512817,27.89748973,29.49020296,31.20218185,33.04873566,35.03256161,37.14898092,39.38899531,41.71399574,43.95182475,45.75601468,46.85092745,47.2809658,47.34500039,47.37240337,47.57581066,47.98251835,48.20129316,46.98587674,42.45314971,33.44091986,20.63046144,6.18333423,-7.519400087,-18.73967935,-26.60105521,-31.62048317,-34.42836486,-35.29070234,-34.00222971,-30.09620615,-23.31556594,-14.02852075,-3.209225817,7.871720928,18.09336487,26.48131846,32.44776144,36.29734569,38.43110279,39.12704404,38.55291074,36.81592002,34.03574783,30.37706773,26.05106022,21.29294038,16.30931407,11.26500525,6.304002281,1.551647098,-2.863782717,-6.798456732,-10.1063051,-12.66293886,-14.37019821,-15.18530327,-15.16094693,-14.43952147,-13.22918976,-11.75406049,-10.23505847,-8.868397736,-7.820964551,-7.209648454,-7.074225284,-7.38029208,-8.035660506,-8.91175115,-9.870058631,-10.78443214,-11.54930212,-12.10511598,-12.42922528,-12.51783505,-12.36649763,-11.96073132,-11.28706177,-10.33863596,-9.139675242,-7.750900728,-6.252383222,-4.716520913,-3.189720925,-1.688198716,-0.208700395,1.240452677,2.619281803,3.860670039,4.889196609,5.649447031,6.112077085,6.278551118,6.18527993,5.880927199,5.410722194,4.810183171,4.105718852,3.323337238,2.497701517,1.667105214,0.865694263,0.116792909,-0.561128058,-1.151905959,-1.644524677,-2.032728979,-2.317201697,-2.506905281,-2.61504992,-2.654867055,-2.643850821,-2.599103836,-2.527876722,-2.434852987,-2.325026789,-2.207390289,-2.095303892,-2.002995985,-1.942165229,-1.919060758,-1.931097286,-1.970118362,-2.024230154,-2.082009169,-2.134193468,-2.175065197,-2.201690791,-2.211435788,-2.201770564,-2.172207676,-2.123398636,-2.0569668,-1.980432777
test2007,-18.06,298,0.029839956,0.120695968,0.271962142,0.482564246,0.751013935,1.075348951,1.452859123,1.880238588,2.355425195,2.879680175,3.455920081,4.083444714,4.758471595,5.476079022,6.230523385,7.015418371,7.824833833,8.654273353,9.499849209,10.35804516,11.22742346,12.11031,13.01275416,13.94661976,14.93442195,16.01264458,17.23072208,18.40737335,16.73399288,7.167772673,-6.404401947,-15.10190076,-17.33925272,-17.03584491,-16.81519051,-16.83714301,-16.62783324,-15.96472461,-14.9002645,-13.53742662,-11.93897411,-10.17761249,-8.381724065,-6.716130286,-5.352698982,-4.461714705,-4.203190171,-4.702614927,-6.047811695,-8.26669938,-10.74812101,-10.62208351,-1.620258789,23.78109691,69.07953433,129.4586744,185.8783139,229.8148878,257.217194,264.7037097,250.8897645,218.6484588,172.9114888,119.2940497,63.2195549,12.65180441,-29.62744333,-64.39688929,-92.58772775,-115.0141999,-132.1224142,-144.2266541,-151.8609473,-155.4778706,-155.288732,-151.4202374,-143.9264915,-132.9877858,-118.8419637,-102.0395827,-83.59576981,-64.57994075,-45.58517517,-26.88704348,-8.649498411,8.958733968,25.56831185,40.35587238,52.82366514,62.73676445,70.07520367,74.95169411,77.57397124,78.21827461,77.14600293,74.6161637,70.96595446,66.47882093,61.27504935,55.21286119,47.97677707,39.32959445,29.45884761,18.83502281,8.070421092,-2.180840578,-11.49293237,-19.77437728,-26.99445945,-33.10900424,-38.02490265,-41.61168061,-43.82106419,-44.73461152,-44.70420776,-44.17950368,-43.559223,-43.08656235,-42.85158911,-42.80275312,-42.79059381,-42.62483248,-42.13651684,-41.14677307,-39.40648143,-36.62244975,-32.56165723,-27.20394747,-20.84423472,-13.83147431,-6.467704123,0.98893785,8.261567793,15.04034176,21.03699198,26.07009076,30.13118652,33.32073928,35.75211243,37.51907866,38.66579998,39.22133049,39.19197058,38.53745522,37.16479068,34.96489888,31.88206869,28.00768609,23.5623764,18.74682808,13.74121236,8.702497967,3.781057949,-0.875805838,-5.151733611,-8.980214023,-12.35804209,-15.29306218,-17.78746904,-19.84008743
