Mol,HFE,Temp,gf_w_40,gf_w_80,gf_w_120,gf_w_160,gf_w_200,gf_w_240,gf_w_280,gf_w_320,gf_w_360,gf_w_400,gf_w_440,gf_w_480,gf_w_520,gf_w_560,gf_w_600,gf_w_640,gf_w_680,gf_w_720,gf_w_760,gf_w_800,gf_w_840,gf_w_880,gf_w_920,gf_w_960,gf_w_1000,gf_w_1040,gf_w_1080,gf_w_1120,gf_w_1160,gf_w_1200,gf_w_1240,gf_w_1280,gf_w_1320,gf_w_1360,gf_w_1400,gf_w_1440,gf_w_1480,gf_w_1520,gf_w_1560,gf_w_1600,gf_w_1640,gf_w_1680,gf_w_1720,gf_w_1760,gf_w_1800,gf_w_1840,gf_w_1880,gf_w_1920,gf_w_1960,gf_w_2000,gf_w_2040,gf_w_2080,gf_w_2120,gf_w_2160,gf_w_2200,gf_w_2240,gf_w_2280,gf_w_2320,gf_w_2360,gf_w_2400,gf_w_2440,gf_w_2480,gf_w_2520,gf_w_2560,gf_w_2600,gf_w_2640,gf_w_2680,gf_w_2720,gf_w_2760,gf_w_2800,gf_w_2840,gf_w_2880,gf_w_2920,gf_w_2960,gf_w_3000,gf_w_3040,gf_w_3080,gf_w_3120,gf_w_3160,gf_w_3200,gf_w_3240,gf_w_3280,gf_w_3320,gf_w_3360,gf_w_3400,gf_w_3440,gf_w_3480,gf_w_3520,gf_w_3560,gf_w_3600,gf_w_3640,gf_w_3680,gf_w_3720,gf_w_3760,gf_w_3800,gf_w_3840,gf_w_3880,gf_w_3920,gf_w_3960,gf_w_4000,gf_w_4040,gf_w_4080,gf_w_4120,gf_w_4160,gf_w_4200,gf_w_4240,gf_w_4280,gf_w_4320,gf_w_4360,gf_w_4400,gf_w_4440,gf_w_4480,gf_w_4520,gf_w_4560,gf_w_4600,gf_w_4640,gf_w_4680,gf_w_4720,gf_w_4760,gf_w_4800,gf_w_4840,gf_w_4880,gf_w_4920,gf_w_4960,gf_w_5000,gf_w_5040,gf_w_5080,gf_w_5120,gf_w_5160,gf_w_5200,gf_w_5240,gf_w_5280,gf_w_5320,gf_w_5360,gf_w_5400,gf_w_5440,gf_w_5480,gf_w_5520,gf_w_5560,gf_w_5600,gf_w_5640,gf_w_5680,gf_w_5720,gf_w_5760,gf_w_5800,gf_w_5840,gf_w_5880,gf_w_5920,gf_w_5960,gf_w_6000,gf_w_6040,gf_w_6080,gf_w_6120,gf_w_6160,gf_w_6200,gf_w_6240,gf_w_6280,gf_w_6320,gf_w_6360,gf_w_6400
0032but,-0.16,298,0.019432021,0.078330776,0.175699786,0.310384458,0.481376346,0.687613175,0.927503787,1.198580871,1.497460057,1.820207701,2.163124267,2.523326176,2.898850901,3.287970014,3.688805252,4.099240061,4.51673811,4.938598668,5.362193421,5.784836365,6.203479032,6.614773448,7.015437956,7.403198819,7.778635676,8.147055272,8.519747034,8.918326188,9.376419786,9.925895729,10.58347108,11.35127684,12.22463831,13.19896208,14.268648,15.41591162,16.58715899,17.65534901,18.45023759,18.89394998,19.06671619,19.12596248,19.18792765,19.17556749,18.58922279,16.51075864,12.12043568,5.314530232,-3.128556397,-11.91951632,-19.81119128,-25.88820484,-30.10189342,-32.83682459,-34.40392592,-34.88860599,-33.98050601,-30.91648837,-24.86999553,-15.69144853,-4.239523222,7.549979074,17.07122469,24.19845414,29.22105009,32.29302542,33.67604486,33.68670491,32.55006807,30.45814591,27.60011043,24.17167792,20.35717554,16.31823337,12.1859302,8.058785152,4.020421506,0.17350384,-3.366782477,-6.462034485,-8.962208605,-10.72513406,-11.73450796,-12.09499019,-11.97576888,-11.54362787,-10.93417199,-10.2557217,-9.598185748,-9.036667935,-8.624259953,-8.394549845,-8.354749003,-8.487795435,-8.763008332,-9.136923299,-9.548808182,-9.939091662,-10.26614595,-10.50167845,-10.63234152,-10.65542564,-10.56756363,-10.35516934,-9.995470098,-9.462620377,-8.734957992,-7.799031863,-6.656087968,-5.327546795,-3.856144199,-2.297891873,-0.708737388,0.853607939,2.349480879,3.743478436,4.997085201,6.06777974,6.913948756,7.502804845,7.818669493,7.860365817,7.645845119,7.206828265,6.582708968,5.807417056,4.903607468,3.891094132,2.792091896,1.635669026,0.462259794,-0.680688949,-1.74593197,-2.692601492,-3.496852714,-4.148951372,-4.644912015,-4.985092868,-5.176797782,-5.234535161,-5.176732441,-5.025617662,-4.803415357,-4.53004904,-4.222794461,-3.895859317,-3.559918248,-3.222873659,-2.890694377,-2.565164945,-2.246189258,-1.934293083,-1.631757369,-1.343970682,-1.076229532,-0.830683371,-0.605751627,-0.396178201,-0.195087952,0.002790017
0412clt,-1.92,298,0.02740069,0.110666973,0.249032047,0.441721496,0.687937538,0.986189697,1.333553651,1.725610706,2.15711394,2.623233725,3.120179604,3.645154945,4.195953221,4.76994535,5.363260554,5.971280983,6.589215677,7.212363804,7.836111021,8.456071015,9.068033661,9.668524421,10.25550428,10.828764,11.39097638,11.94891292,12.51694399,13.1260996,13.82576513,14.66503722,15.67597998,16.87159985,18.25348906,19.81663582,21.53540077,23.28939591,24.79637335,25.76065902,26.11999795,26.06950882,25.88919227,25.79632784,25.84449946,25.6644307,24.07598558,19.39193739,10.65398614,-1.452107422,-14.90354008,-27.4305632,-37.21552822,-43.61422285,-47.38484887,-49.13472818,-49.00177178,-46.33042865,-39.77057548,-28.28572932,-12.36972647,5.747856764,21.87304556,33.95001638,42.10044332,46.53780199,48.14914145,47.70658847,45.76077621,42.61065317,38.48228378,33.59645648,28.18084207,22.4589857,16.61961074,10.81978291,5.188337344,-0.187056114,-5.200516346,-9.667837038,-13.41489386,-16.29340955,-18.22937396,-19.25691268,-19.46211638,-18.98293859,-18.00885674,-16.74536004,-15.38333118,-14.08569477,-12.99572055,-12.22965657,-11.85430776,-11.870503,-12.23813857,-12.89029649,-13.72639119,-14.62640797,-15.47403832,-16.18546607,-16.70625701,-17.00245601,-17.04637635,-16.80083345,-16.21607862,-15.25365174,-13.90277416,-12.1882815,-10.16977051,-7.92852976,-5.541958238,-3.061797424,-0.523815178,2.037848723,4.561240083,6.939295407,9.040187431,10.74279636,11.96141125,12.65378738,12.8232153,12.5130017,11.78232896,10.69325117,9.303270271,7.666931687,5.848138025,3.91660661,1.941878594,-0.020021395,-1.928821886,-3.750735359,-5.444590344,-6.953788376,-8.227926425,-9.226760376,-9.926390119,-10.32491426,-10.44513205,-10.32493633,-10.00285255,-9.51223145,-8.880507958,-8.133248283,-7.296951968,-6.40521572,-5.488233704,-4.56625423,-3.653124911,-2.759350033,-1.896357455,-1.077848706,-0.321044322,0.354919722,0.931587834,1.395029504,1.74411278,1.997725571,2.176595248,2.298679514,2.376373881,2.414528311
test1036,-8.2,298,0.072705645,0.29498395,0.667598072,1.190923786,1.864337154,2.684709546,3.644979866,4.732973075,5.933235232,7.233010739,8.626055035,10.11133802,11.68942335,13.35649291,15.09997184,16.90210448,18.7448652,20.60999273,22.47742861,24.32772106,26.14696861,27.92707683,29.66376319,31.35917185,33.02517653,34.68404254,36.37242676,38.15216002,40.09311988,41.55365104,36.83311383,12.71778125,-35.18195715,-85.30787633,-113.2050417,-115.4591547,-101.7101825,-81.61814558,-60.76252471,-41.30197463,-23.64411704,-7.705799623,6.044039056,15.97707483,19.78569004,15.76927143,4.083886464,-12.91984245,-31.41135387,-46.76277184,-52.93355068,-42.70448489,-9.538920922,48.35685756,123.9426975,203.1699747,268.5020735,311.0994852,330.6791215,328.4886078,307.7804457,272.5386962,227.5008092,177.2381865,125.9681625,76.35449626,30.13868073,-11.67581628,-49.07704427,-82.21511952,-111.2330484,-136.2129266,-157.133973,-173.8716275,-186.2777865,-194.2694342,-197.9418872,-197.5382758,-193.2910387,-185.4110315,-174.2268343,-160.1402373,-143.5457564,-124.8117638,-104.4420562,-83.18634498,-62.00417253,-41.85921036,-23.53557456,-7.512052246,6.080686148,17.42354949,26.82917466,34.65998956,41.21809315,46.70479239,51.21215685,54.66917357,56.82019537,57.32057678,55.93624521,52.75222547,48.20740343,42.9259815,37.55177378,32.4945665,27.90849949,23.78515019,20.05521066,16.63145387,13.38892412,10.17387505,6.807558694,3.150091891,-0.861369366,-5.255112853,-10.04404151,-15.21309608,-20.69494902,-26.36432234,-32.02623456,-37.41346646,-42.29071952,-46.46640153,-49.78660897,-52.17366506,-53.64759484,-54.29046795,-54.14432766,-53.21135538,-51.50595636,-49.04818621,-45.85682227,-41.98922137,-37.54034214,-32.60848779,-27.29724703,-21.66892747,-15.79516187,-9.856095132,-4.135018088,1.105033105,5.724010404,9.676897124,12.97074517,15.59982053,17.53369658,18.76558596,19.32678267,19.26433221,18.59994763,17.33371891,15.47871155,13.097655,10.33117226,7.379324707,4.448441298,1.720340923,-0.712093612,-2.854014131
test1040,-8,298,0.100602684,0.40604562,0.912762847,1.616561992,2.512807017,3.595419228,4.855720346,6.282065588,7.860789623,9.57799231,11.42056697,13.37597251,15.43028514,17.56654778,19.76515219,22.00463242,24.26293044,26.51789295,28.74728793,30.92851505,33.03879916,35.05651433,36.96437406,38.75444128,40.43273346,42.02199671,43.56888607,45.16755307,46.94810047,49.00220021,51.31008791,53.43353537,53.93044703,51.15326656,44.66988099,35.69053295,26.73475672,19.99303171,16.15646335,14.77191425,15.0345487,16.22363798,17.66394571,18.23435634,15.90305277,8.256909623,-5.949369205,-25.61414695,-47.43533704,-67.23842247,-80.19706123,-80.68163375,-63.07012484,-26.47248907,21.59046622,65.42555761,91.35927522,102.8595513,104.1148639,98.65322953,89.20795015,77.69530315,65.01282131,51.93788916,39.00181401,26.50572544,14.60119997,3.19393671,-7.672314512,-17.80405423,-27.22756435,-35.92091289,-43.72030215,-50.32678661,-55.46524105,-59.06058274,-61.34992105,-62.58156809,-62.8908357,-62.3495262,-61.06712925,-59.12858151,-56.58769151,-53.49654425,-49.92993188,-46.06031049,-42.11008423,-38.3281487,-34.90590416,-31.92388512,-29.36105621,-27.14398224,-25.18497472,-23.40141423,-21.73120106,-20.14885302,-18.66538165,-17.29266629,-15.99644434,-14.67290457,-13.25207674,-11.79284964,-10.48934549,-9.460065086,-8.699291909,-8.076354593,-7.361397827,-6.335847478,-4.97449746,-3.368786226,-1.671411556,-0.05646577,1.315682648,2.351809826,3.011951498,3.255346096,3.021384005,2.251147845,0.913613643,-0.961123896,-3.248241762,-5.739229678,-8.164393106,-10.26838346,-11.89824241,-13.0167235,-13.69515754,-14.03774839,-14.17710344,-14.27834064,-14.47542727,-14.86193178,-15.46451914,-16.20604035,-16.9513837,-17.55017887,-17.87801686,-17.87516952,-17.56126112,-17.02005003,-16.36179645,-15.68124247,-15.0266404,-14.37396363,-13.62510121,-12.67542662,-11.48630261,-10.10389023,-8.622468367,-7.137371967,-5.70979823,-4.373386101,-3.13895853,-2.03052616,-1.101740898,-0.424679734,-0.028196023,0.114426452,0.063843277,-0.098857486
test1018,-3.4,298,0.089575844,0.363863749,0.825640061,1.477650843,2.319581212,3.345565397,4.543594373,5.896987742,7.38675449,8.993028241,10.69668856,12.48059028,14.32948228,16.22839066,18.16170877,20.11411214,22.07107091,24.01842557,25.94118363,27.82412301,29.65425981,31.42340173,33.12994664,34.77818117,36.37444317,37.92330611,39.42985247,40.90235462,42.35342087,43.79185979,45.21374338,46.60403623,47.94317477,49.21247377,50.39574505,51.43492394,52.07967068,51.84389192,50.30274906,47.36760138,43.25463552,38.32941951,32.92142291,27.11868319,20.4715425,12.02010993,1.050043089,-12.07510916,-25.90740818,-38.61723291,-49.03214809,-57.24100446,-63.67185593,-68.57480893,-70.88133912,-65.97102303,-45.97061906,-6.264053646,47.76376796,96.27533732,123.155592,134.5972062,135.5896599,129.5892725,118.971629,105.3469172,89.79903068,73.10137437,55.87226459,38.6145467,21.70786802,5.504160367,-9.456634644,-23.04928978,-35.17520895,-45.77649012,-54.79796028,-62.08680369,-67.43729107,-70.81706424,-72.65469385,-73.45626619,-73.60663688,-73.38785943,-72.9981608,-72.56743463,-72.16746005,-71.81655998,-71.48761874,-71.11501365,-70.59883698,-69.78572942,-68.44369069,-66.3756874,-63.50566405,-59.98263431,-56.03285058,-51.84127423,-47.55591652,-43.30069812,-39.16409377,-35.18446212,-31.39820399,-27.82746573,-24.46116396,-21.24969767,-18.12726633,-15.03286118,-11.91004566,-8.712461135,-5.410584909,-1.97607197,1.663217295,5.595113149,9.866882147,14.37212742,18.81311736,22.85873964,26.27227769,28.90844573,30.68860442,31.58077748,31.59550358,30.75264158,29.07366966,26.58112993,23.31316186,19.27871373,14.54988205,9.316640557,3.861385159,-1.536585862,-6.647957867,-11.30201269,-15.38928198,-18.82475135,-21.50962287,-23.34989772,-24.33702369,-24.59892078,-24.30683301,-23.61374019,-22.65452265,-21.54099802,-20.32492745,-19.0166758,-17.6358275,-16.2145507,-14.79241065,-13.41093774,-12.10470439,-10.8965816,-9.805526222,-8.837224775,-7.980179133,-7.210078291,-6.486675721,-5.741849304,-4.892382059,-3.868526644
0143dip,-1.27,298,0.045642427,0.184040771,0.413192794,0.73113582,1.136440768,1.627404646,2.200683724,2.850365539,3.56817072,4.344727516,5.171240146,6.040518909,6.946525076,7.883179768,8.843717343,9.820716028,10.80576945,11.78970358,12.76306103,13.71584685,14.63783056,15.51940914,16.3526678,17.13349909,17.86502952,18.56092605,19.24898304,19.98467463,20.85178557,21.91620777,23.18805623,24.63197414,26.19538508,27.82958846,29.48047245,31.05105451,32.40443256,33.41247325,33.95592448,33.96373347,33.5110018,32.80008088,32.02626503,31.16336143,29.58192518,25.88234699,18.58664443,7.289810476,-6.790293642,-21.36781234,-34.22124396,-43.74410337,-49.98271967,-53.55038796,-54.87272264,-54.13864489,-51.24177303,-45.9086118,-37.84356454,-26.96808727,-13.80418112,0.406929449,13.75987868,24.80609115,32.5477087,37.48860753,40.20401633,41.03989523,40.23888525,37.99396274,34.522228,30.07916545,24.94131017,19.37978528,13.62884937,7.871030589,2.292320599,-2.940668883,-7.719833795,-11.93312344,-15.45757164,-18.16625288,-19.95659168,-20.81781993,-20.83335735,-20.15546523,-18.95267974,-17.39888686,-15.66824148,-13.94131392,-12.39284538,-11.15613986,-10.30433014,-9.876501052,-9.894362481,-10.34261647,-11.1326998,-12.11955167,-13.12601377,-14.01705781,-14.72027261,-15.21551681,-15.51752727,-15.65424338,-15.65880867,-15.5575616,-15.35546051,-15.01237881,-14.44574906,-13.56186324,-12.29732257,-10.65197529,-8.688431311,-6.510292134,-4.232972732,-1.965979879,0.194223319,2.160459405,3.857382934,5.258500444,6.358918193,7.165866689,7.695030458,7.964698497,7.993672407,7.802278625,7.415357342,6.864366776,6.188903756,5.432115096,4.635863118,3.837226532,3.064562468,2.335856423,1.656673097,1.02134555,0.422279933,-0.138601492,-0.649452882,-1.098362273,-1.480921182,-1.802868838,-2.082752105,-2.343245822,-2.605425892,-2.883018141,-3.176538043,-3.481520348,-3.787379537,-4.075380452,-4.322766439,-4.51623216,-4.656891253,-4.755982851,-4.825326905,-4.865762857,-4.867758848,-4.820138263,-4.718570479,-4.566763742
0008noc,2.89,298,0.066142425,0.265810507,0.593776593,1.044321441,1.612910711,2.295414637,3.085973945,3.975483813,4.951823247,6.001602566,7.111601072,8.268844218,9.460324576,10.67323172,11.89636151,13.12085347,14.33861938,15.54053915,16.71606862,17.85382356,18.94229182,19.97061666,20.92960222,21.81431626,22.6287028,23.39084743,24.13962835,24.9563644,25.96054729,27.23248892,28.76292517,30.48072153,32.30061852,34.14899406,35.93464703,37.47175957,38.51433051,38.94585826,38.86844347,38.50236624,38.05058079,37.63433395,37.2825486,36.83021029,35.5349589,31.80187173,23.81888139,10.88829159,-5.715660791,-23.2530562,-38.90724984,-50.59800219,-58.37654094,-62.91926269,-64.67706293,-63.7382193,-60.02325887,-53.45184898,-44.33038881,-33.37722502,-21.56415372,-9.829960308,0.942292744,10.10535655,17.74374961,23.95310406,28.75079272,32.01566238,33.5856112,33.41359257,31.62460004,28.4843257,24.33958693,19.55477598,14.44624894,9.254993623,4.187167306,-0.587251183,-4.929825745,-8.721617344,-11.86187903,-14.25262753,-15.82242957,-16.5398867,-16.4312732,-15.57995327,-14.11064207,-12.20110885,-10.10670296,-8.163924616,-6.715736964,-6.020099601,-6.178205134,-7.152502379,-8.802019092,-10.90605429,-13.20356338,-15.40726527,-17.28007928,-18.69232233,-19.64817678,-20.25611475,-20.67066874,-21.00982407,-21.31215593,-21.53870741,-21.59154413,-21.32793627,-20.60620454,-19.33896473,-17.52577651,-15.24689683,-12.62978518,-9.819896524,-6.938303063,-4.08848644,-1.367754699,1.151692883,3.407613395,5.361166929,7.004250542,8.344382916,9.399870259,10.18888013,10.72396516,11.01523643,11.07398386,10.91539436,10.5543888,9.98890842,9.19374503,8.141657833,6.838279588,5.340201557,3.739583221,2.136482462,0.607528235,-0.808975865,-2.104273868,-3.278339033,-4.320094708,-5.212996445,-5.937879084,-6.482576565,-6.84580831,-7.037745868,-7.077567197,-6.983192747,-6.76640412,-6.447269457,-6.066268693,-5.679192576,-5.336147835,-5.057950627,-4.83010989,-4.616379074,-4.381277881,-4.107458292,-3.795881349,-3.458554645
0085non,-2.67,298,0.060650627,0.24461617,0.549019932,0.970044017,1.503623764,2.145045223,2.888246169,3.725476141,4.647498977,5.644424013,6.706093012,7.822064736,8.981460764,10.17291507,11.38512658,12.6076892,13.83088332,15.04509228,16.23987242,17.40332834,18.52272942,19.5873152,20.59108292,21.53450308,22.42640364,23.28719492,24.15627026,25.10476315,26.2252438,27.57899035,29.10637202,30.04275922,28.4294221,23.82891807,18.74397213,15.5438605,14.62966547,15.30286702,16.80864632,18.68271426,20.70069963,22.71124295,24.42055915,25.16687919,23.85134432,19.17502248,10.27060563,-2.609128275,-17.87847662,-33.12131021,-45.99424828,-54.25697944,-56.32993823,-50.87443429,-38.11117236,-20.42594512,-2.120079301,12.87089287,25.16293224,34.92181848,42.05427106,46.50508397,48.29304051,47.48078655,44.78690352,40.82129309,36.00192915,30.52232741,24.55609566,18.28838007,11.70699047,4.896103072,-1.964524331,-8.623036567,-14.82200408,-20.35546537,-25.08952548,-28.97477571,-31.98983483,-34.10217299,-35.29834403,-35.60996629,-35.10475661,-33.86528176,-32.00771133,-29.66999227,-26.98011608,-24.06124719,-21.05568478,-18.14505288,-15.53242062,-13.39851113,-11.85221048,-10.88903947,-10.42493891,-10.31338438,-10.35950409,-10.37463872,-10.1916252,-9.735712851,-9.046251716,-8.225350835,-7.365830099,-6.515343757,-5.699159421,-4.916327367,-4.169589172,-3.438369103,-2.66569213,-1.79160734,-0.801501733,0.257804952,1.303690747,2.253049002,3.042656037,3.632607359,3.998985101,4.117131485,3.980176922,3.590639208,2.961858021,2.130782656,1.148550393,0.067615732,-1.064487622,-2.212032313,-3.355128349,-4.489943743,-5.615368925,-6.710177614,-7.726988478,-8.606849969,-9.287943368,-9.717507936,-9.857925562,-9.692764125,-9.223418684,-8.470507098,-7.476036185,-6.302613909,-5.034964052,-3.766561222,-2.58025098,-1.532167127,-0.634768369,0.127555146,0.785433618,1.365435582,1.8791084,2.309349204,2.618420884,2.769544314,2.751038115,2.588553138,2.329999747,2.027878791,1.718871514,1.4236539,1.153245127,0.913971459
0217wat,-6.31,298,0.006107168,0.024690139,0.055414512,0.097497579,0.149854741,0.211259422,0.280420844,0.356010161,0.436737004,0.522147345,0.614044225,0.714757306,0.823623211,0.937535603,1.053860553,1.17168215,1.291122214,1.412360181,1.535229639,1.65926141,1.783912389,1.909031858,2.035926697,2.169599962,2.322454259,2.518839507,2.798799067,3.199688391,2.948783738,-2.484305727,-14.85084965,-25.42738792,-27.82767724,-24.22992371,-19.28202263,-15.39846123,-12.71061052,-10.53358241,-8.471930854,-6.480721763,-4.682417506,-3.236708806,-2.283774338,-1.928682724,-2.243961775,-3.278053745,-5.061570551,-7.609448682,-10.92766531,-15.06148084,-19.98961816,-24.54958805,-24.51672299,-13.00182023,14.23918321,45.05601428,63.55567973,72.83722989,75.43734525,73.42025433,68.32938692,61.32204407,53.15139876,44.27212671,35.00761047,25.62689179,16.34918285,7.340593122,-1.2851847,-9.45604831,-17.12698993,-24.22651785,-30.52401197,-35.50792154,-38.50546376,-39.3347964,-38.46482132,-36.31322258,-33.29756622,-29.76367796,-25.97509038,-22.1310661,-18.37986308,-14.8290113,-11.57267095,-8.722371141,-6.268106255,-4.174621838,-2.405042724,-0.921264815,0.312108551,1.325521047,2.144707856,2.798275129,3.316496348,3.727376,4.052934711,4.312998227,4.525647176,4.706887759,4.872053474,5.036795976,5.217843892,5.433542133,5.70231674,6.039677797,6.458395962,6.961795527,7.522221665,8.050361159,8.471577643,8.715611984,8.726520371,8.47770355,7.957552105,7.175247396,6.161985018,4.95247513,3.590601594,2.125639578,0.609135892,-0.907836836,-2.377830559,-3.755573609,-5.000323512,-6.076931606,-6.956308768,-7.616053625,-8.042066908,-8.230640108,-8.188222492,-7.930281985,-7.47984858,-6.865436884,-6.117339181,-5.268666204,-4.354931043,-3.410181331,-2.465957539,-1.550434247,-0.689238148,0.097667839,0.792011667,1.383326932,1.867151158,2.242855049,2.513170096,2.683666047,2.762207662,2.758808462,2.684088548,2.549177649,2.36556134,2.144773355,1.898131633,1.636453932,1.369703465,1.106755646,0.855209593,0.621213603
0087pro,-6.47,298,0.017717322,0.071479861,0.160549406,0.284077791,0.441210979,0.630791018,0.851240458,1.10050521,1.377372704,1.683400569,2.017488863,2.375430167,2.753815089,3.150558085,3.563810938,3.991061623,4.427849854,4.868869043,5.309707662,5.745767821,6.172764043,6.586769511,6.98491117,7.366858047,7.737584803,8.113055337,8.474630809,6.118450694,-11.4685172,-31.50422527,-36.50148702,-33.39527582,-28.9680026,-25.84857292,-24.38478029,-22.75393275,-19.60987638,-15.20348625,-10.25957362,-5.363590306,-0.844136725,3.151719312,6.55677515,9.280947166,11.0623608,11.37917928,9.657028991,5.649446473,-0.491683607,-8.144841107,-15.2820404,-17.77603556,-9.530526842,14.06321324,51.19615766,90.51010746,118.1805653,133.3735536,138.5637731,135.3809115,125.1181166,109.1487334,88.94977114,66.22518952,42.59730608,19.48085602,-1.217123334,-19.15317252,-34.71088614,-48.25759062,-59.74821762,-69.22797304,-76.68144448,-81.86273669,-84.56928437,-84.82323929,-82.92681478,-79.27682914,-74.19182074,-67.96050853,-60.89705971,-53.2677195,-45.30439462,-37.29112751,-29.48453089,-22.08376408,-15.22145831,-8.953808075,-3.27913667,1.842382243,6.46465055,10.63027308,14.34102186,17.57679454,20.35141213,22.6792838,24.55229448,25.91071007,26.65002831,26.63030111,25.84694546,24.49334257,22.83494217,21.06060094,19.29405373,17.61687652,16.07882353,14.68559845,13.38959836,12.10836531,10.74368469,9.199818455,7.397626537,5.28928883,2.89177729,0.273693428,-2.461503333,-5.193532013,-7.802259067,-10.19446579,-12.29364802,-14.05232526,-15.43749217,-16.42207557,-16.99289329,-17.16066815,-16.96159604,-16.44822605,-15.68015605,-14.70035249,-13.53076989,-12.1896302,-10.6993955,-9.089770362,-7.396692968,-5.668736361,-3.971670748,-2.355922649,-0.849489979,0.535089633,1.790330725,2.909628767,3.879396595,4.683759754,5.313054316,5.767764354,6.053418693,6.17714624,6.145869527,5.968609624,5.65434302,5.21776093,4.68373417,4.080725563,3.434570473,2.765520228,2.087453404,1.409215949,0.741627378,0.097293842
0095eth,-3.1,298,0.01883722,0.076457328,0.17310324,0.309038247,0.484566081,0.699414061,0.952029428,1.239366754,1.557930201,1.905711117,2.281985808,2.686018469,3.117540305,3.575821266,4.057776132,4.558739343,5.073430854,5.595222117,6.1164032,6.629837158,7.132270355,7.623977346,8.10582883,8.580616674,9.055350078,9.541846542,10.05950573,10.63858914,11.31378166,12.10093061,12.44911919,7.833009603,-7.678284451,-27.68172817,-40.08100576,-42.27808679,-37.6554189,-30.12642383,-22.20011512,-14.74904811,-7.906992081,-1.632808671,3.844158674,7.776058195,9.236266204,7.803639156,3.887680025,-1.493138403,-7.152370901,-12.03602919,-15.24140587,-15.44197394,-10.32437825,2.829714954,24.62258489,52.14537143,80.07594567,101.8700611,115.3855855,120.1094381,116.4503226,106.0799787,90.70158199,72.14448881,52.19734647,32.43179567,14.21180022,-1.756158759,-15.72974348,-27.97794425,-38.69879461,-47.98102353,-55.93573401,-62.5766351,-67.82858264,-71.57539644,-73.70175814,-74.14607297,-72.93798642,-70.20597732,-66.10640686,-60.81087155,-54.51296465,-47.42127063,-39.80042606,-31.96471908,-24.20246104,-16.69353157,-9.51469568,-2.6867295,3.716534538,9.662405702,15.06364539,19.92491781,24.29447928,28.20042236,31.62465004,34.48063254,36.60816329,37.84086493,38.07817198,37.34163949,35.79099861,33.63125604,31.05041963,28.20211558,25.20402162,22.15299537,19.13272946,16.18909448,13.315799,10.45330202,7.518202708,4.42920644,1.136812431,-2.361161716,-6.021118137,-9.76489963,-13.47353869,-17.04507547,-20.38075846,-23.40960694,-26.07776544,-28.32973295,-30.10070786,-31.32679774,-31.96559802,-32.00289805,-31.45165528,-30.33995702,-28.7096724,-26.60835979,-24.09345593,-21.22911804,-18.08077246,-14.71262992,-11.18277406,-7.558383191,-3.919959239,-0.356461029,3.038721141,6.17224947,8.969758465,11.38195198,13.37856081,14.95737645,16.13376169,16.92549441,17.35378523,17.43984554,17.20694189,16.68089168,15.88993484,14.86494263,13.64033066,12.251425,10.73231554,9.1137503,7.426287496,5.702453241
0080hex,-3.29,298,0.038902013,0.157103387,0.353250417,0.625414946,0.971327895,1.388053863,1.871639251,2.41734676,3.020225869,3.675475223,4.377996492,5.121766036,5.899626722,6.703390798,7.52419696,8.353224966,9.182206414,10.00359684,10.81042885,11.59552873,12.3512635,13.07113188,13.7518624,14.395061,15.00834841,15.60688713,16.21947517,16.89425423,17.68585794,18.62509433,19.64874336,20.01219122,17.77462926,12.49334687,6.684983723,2.80020119,1.364742763,1.76243964,3.212067181,5.167097417,7.321459569,9.473310513,11.31425411,12.21803923,11.27956288,7.671791091,1.128911318,-7.769037693,-17.7176234,-27.12522544,-34.56368125,-38.60736518,-37.61082436,-29.88822455,-15.42299084,3.315502913,20.86037431,33.7764581,42.9959998,48.95090596,51.89128872,52.11671762,50.02047056,45.96490355,40.58683189,34.41816213,27.84050162,21.07770573,14.31880577,7.636317996,1.187101133,-5.021995374,-10.91726656,-16.35323038,-21.15550207,-25.17786525,-28.35260698,-30.72408563,-32.34171517,-33.21146786,-33.34148776,-32.78438143,-31.61706588,-29.94487925,-27.90826968,-25.64307847,-23.24410403,-20.76108313,-18.22365702,-15.6774311,-13.19778141,-10.87323486,-8.773699909,-6.936317322,-5.367862088,-4.063562121,-2.992492212,-2.065703819,-1.174586569,-0.253311283,0.708115632,1.662609062,2.569835104,3.424409077,4.227418012,4.957346968,5.564789313,6.003935739,6.264365145,6.373973911,6.36688215,6.250160917,6.01382353,5.643908039,5.133819841,4.485536463,3.703682905,2.801246957,1.785183906,0.664103845,-0.531152325,-1.756601178,-2.982031743,-4.17288771,-5.298722038,-6.33412506,-7.261403101,-8.067082428,-8.745326113,-9.289453034,-9.685255987,-9.914188172,-9.957772208,-9.803502596,-9.449038647,-8.902344369,-8.179429969,-7.304180304,-6.310225716,-5.238968879,-4.137656208,-3.053779995,-2.024536036,-1.067353002,-0.185959004,0.621566642,1.355256361,2.015892184,2.600764112,3.09901183,3.491518136,3.758382993,3.891225067,3.899290775,3.80421816,3.634402244,3.413693074,3.158266545,2.879065861,2.581907875
