Mol,HFE,Temp,kh_w_40,kh_w_80,kh_w_120,kh_w_160,kh_w_200,kh_w_240,kh_w_280,kh_w_320,kh_w_360,kh_w_400,kh_w_440,kh_w_480,kh_w_520,kh_w_560,kh_w_600,kh_w_640,kh_w_680,kh_w_720,kh_w_760,kh_w_800,kh_w_840,kh_w_880,kh_w_920,kh_w_960,kh_w_1000,kh_w_1040,kh_w_1080,kh_w_1120,kh_w_1160,kh_w_1200,kh_w_1240,kh_w_1280,kh_w_1320,kh_w_1360,kh_w_1400,kh_w_1440,kh_w_1480,kh_w_1520,kh_w_1560,kh_w_1600,kh_w_1640,kh_w_1680,kh_w_1720,kh_w_1760,kh_w_1800,kh_w_1840,kh_w_1880,kh_w_1920,kh_w_1960,kh_w_2000,kh_w_2040,kh_w_2080,kh_w_2120,kh_w_2160,kh_w_2200,kh_w_2240,kh_w_2280,kh_w_2320,kh_w_2360,kh_w_2400,kh_w_2440,kh_w_2480,kh_w_2520,kh_w_2560,kh_w_2600,kh_w_2640,kh_w_2680,kh_w_2720,kh_w_2760,kh_w_2800,kh_w_2840,kh_w_2880,kh_w_2920,kh_w_2960,kh_w_3000,kh_w_3040,kh_w_3080,kh_w_3120,kh_w_3160,kh_w_3200,kh_w_3240,kh_w_3280,kh_w_3320,kh_w_3360,kh_w_3400,kh_w_3440,kh_w_3480,kh_w_3520,kh_w_3560,kh_w_3600,kh_w_3640,kh_w_3680,kh_w_3720,kh_w_3760,kh_w_3800,kh_w_3840,kh_w_3880,kh_w_3920,kh_w_3960,kh_w_4000,kh_w_4040,kh_w_4080,kh_w_4120,kh_w_4160,kh_w_4200,kh_w_4240,kh_w_4280,kh_w_4320,kh_w_4360,kh_w_4400,kh_w_4440,kh_w_4480,kh_w_4520,kh_w_4560,kh_w_4600,kh_w_4640,kh_w_4680,kh_w_4720,kh_w_4760,kh_w_4800,kh_w_4840,kh_w_4880,kh_w_4920,kh_w_4960,kh_w_5000,kh_w_5040,kh_w_5080,kh_w_5120,kh_w_5160,kh_w_5200,kh_w_5240,kh_w_5280,kh_w_5320,kh_w_5360,kh_w_5400,kh_w_5440,kh_w_5480,kh_w_5520,kh_w_5560,kh_w_5600,kh_w_5640,kh_w_5680,kh_w_5720,kh_w_5760,kh_w_5800,kh_w_5840,kh_w_5880,kh_w_5920,kh_w_5960,kh_w_6000,kh_w_6040,kh_w_6080,kh_w_6120,kh_w_6160,kh_w_6200,kh_w_6240,kh_w_6280,kh_w_6320,kh_w_6360,kh_w_6400
0062dio,-5.05,298,0.033032102,0.133360213,0.300477608,0.535397054,0.84054388,1.217204249,1.663616251,2.174627814,2.742595047,3.362236247,4.033636813,4.760847289,5.548328452,6.396580364,7.300855427,8.253377867,9.247183999,10.27872835,11.34527795,12.44170209,13.56021695,14.69071805,15.82502657,16.96076102,18.10288467,19.26493796,20.4667786,21.73084151,23.07560354,23.95664173,18.43488368,-3.653612003,-34.3993906,-53.93034635,-56.98114014,-49.58944239,-36.6110336,-22.80915445,-10.04427182,1.187775825,10.92366179,19.37228523,26.72810759,32.83604031,36.48152405,35.39322144,28.09346079,15.67533019,1.31616366,-11.28572431,-18.26160717,-16.33850803,-3.102342403,20.42116054,49.46236453,77.78222878,100.1649657,112.7503558,116.4193452,112.9906403,104.1769813,91.61600683,76.76250819,60.81173326,44.91244359,30.33799752,17.08966426,4.941710328,-6.234690518,-16.46629568,-25.72231983,-33.9762185,-41.21428412,-47.34428717,-52.17589575,-55.54393213,-57.42826577,-57.97095559,-57.36899457,-55.79497785,-53.34926357,-49.98808084,-45.57230453,-40.01702218,-33.39119736,-25.98551494,-18.32677198,-10.98987681,-4.447561662,0.848746421,4.83366234,7.688637479,9.651966688,10.99549615,12.00057012,12.90403167,13.88062458,15.02475875,16.31207313,17.61118498,18.76862728,19.68006332,20.31858402,20.73169213,20.99800544,21.18740142,21.33939622,21.43437138,21.37583835,21.01800218,20.22548233,18.89785706,16.94612261,14.30091595,10.92475959,6.837319421,2.153533956,-2.910129742,-8.096746812,-13.16708087,-17.89315587,-22.06065516,-25.58001012,-28.40460055,-30.50974476,-31.88013496,-32.50315001,-32.38210542,-31.55223791,-30.08676873,-28.08991962,-25.67135894,-22.92226302,-19.91974453,-16.73337562,-13.42944135,-10.07392184,-6.731306392,-3.463246738,-0.325997583,2.632671538,5.37750921,7.882442446,10.12254297,12.07109892,13.69306312,14.96690963,15.8902431,16.47148458,16.72731354,16.68001552,16.3546913,15.77868136,14.9807791,13.99056601,12.83889896,11.55811359,10.17723534,8.723897588,7.223918787
test1037,-10.7,298,0.052787336,0.213912433,0.483517464,0.861574377,1.347687098,1.940755005,2.638439719,3.436901193,4.331081296,5.31624949,6.389808256,7.550773535,8.797905773,10.12872962,11.53833613,13.01866969,14.55955766,16.150046,17.77919584,19.43693481,21.11487848,22.80719488,24.51249377,26.23714269,27.99864207,29.82697518,31.76095852,33.79844546,35.38363127,35.20154811,33.68530662,32.58628931,31.52562715,29.2942669,26.54783344,24.61805617,23.97371524,24.3824736,25.46758829,26.95052288,28.70372866,30.70298094,32.91802935,35.08725417,36.25160012,34.69558226,29.10150824,19.82281476,8.713867899,-2.051255561,-10.6170793,-15.77348751,-15.92496358,-8.818668713,7.031573821,30.75221232,58.78039118,84.9585321,105.4805976,118.2389153,121.9828721,117.122111,105.3459183,88.04006781,67.01205899,45.31088477,25.21632067,6.921291893,-9.552525658,-24.21414367,-36.96275464,-47.7695283,-56.77033059,-64.07453001,-69.72051649,-73.69780406,-75.96567336,-76.46963789,-75.18169077,-72.16317583,-67.54845217,-61.52568201,-54.27143877,-45.94306936,-36.78473547,-27.29455377,-17.97142187,-9.239162979,-1.469503681,5.107318489,10.42666501,14.55226082,17.63282336,19.82546973,21.26651852,22.08962313,22.43368109,22.41767939,22.1077295,21.45288075,20.32811636,18.64612906,16.4215708,13.81399959,11.05794788,8.382492638,5.973731859,3.974157017,2.469180899,1.479045439,0.964385509,0.822120003,0.881897121,0.95298265,0.853426054,0.431791773,-0.392125953,-1.621931733,-3.209930708,-5.073833445,-7.105265181,-9.213762552,-11.31419018,-13.30044948,-15.04458066,-16.43334093,-17.40153131,-17.94245548,-18.0893199,-17.89547804,-17.40123781,-16.63399257,-15.62509177,-14.40233714,-12.97378398,-11.31997978,-9.429633555,-7.325584451,-5.063877103,-2.726038929,-0.397262544,1.852707424,3.950269055,5.814394957,7.373638116,8.592571096,9.475135731,10.05875224,10.38683105,10.48775497,10.36633887,10.01001938,9.411637377,8.584962095,7.561433392,6.380721093,5.087215374,3.731844334,2.375757338,1.077135847
0074ben,-4.02,298,0.032266144,0.130572127,0.294597335,0.524026652,0.818551957,1.177432731,1.599064067,2.081184257,2.621494431,3.218264938,3.869969553,4.574768562,5.330409407,6.134406184,6.983718728,7.874489562,8.802420975,9.762871193,10.75132945,11.76379149,12.79626244,13.84502001,14.90762161,15.98381538,17.07662281,18.19282923,19.34365957,20.54896844,21.83757914,23.23790749,24.71662746,25.59355851,24.03651171,19.71170086,15.13273781,12.59408393,12.39440503,13.74365501,15.85648145,18.2965181,20.90193126,23.5899213,26.09404538,27.62249303,26.78172822,22.281704,14.01556884,3.339009521,-7.703218331,-17.34938617,-24.36765552,-27.89464369,-27.00814327,-20.26592587,-7.06667012,11.37810879,31.48135298,47.80684041,60.1307898,68.24923267,72.06269032,71.92046706,68.41453181,62.70404035,56.08841243,48.9462481,41.52425387,33.95348009,26.292195,18.58769395,10.92352831,3.426690727,-3.775271231,-10.45659838,-16.36242229,-21.32303864,-25.21052981,-27.99342296,-29.67395825,-30.25864879,-29.7986487,-28.42250544,-26.31654036,-23.71490813,-20.90559629,-18.1524076,-15.66640918,-13.58160475,-11.94158726,-10.75282608,-9.988641574,-9.583081756,-9.452159116,-9.50105663,-9.622807896,-9.719042746,-9.722423124,-9.615897741,-9.409694043,-9.098113735,-8.646395796,-7.997065965,-7.087721068,-5.876600886,-4.357628044,-2.561953884,-0.558431935,1.578020848,3.776547794,5.961082377,8.053257321,9.972780459,11.63066124,12.92434428,13.76289409,14.07651512,13.83513829,13.04850259,11.7669532,10.07241786,8.060691319,5.827051071,3.451433327,0.997623155,-1.474175626,-3.899060098,-6.207465867,-8.334722531,-10.22642106,-11.84181427,-13.15266418,-14.13632812,-14.76591995,-15.01434122,-14.87288272,-14.36174074,-13.52382404,-12.41278167,-11.08004281,-9.569115008,-7.926616131,-6.209429969,-4.477767346,-2.794986554,-1.222600194,0.192390665,1.419798169,2.444774341,3.269296571,3.906427094,4.374003716,4.694804848,4.897511049,5.013431773,5.06574231,5.066772713,5.019419046,4.924200885,4.783742237,4.595551586
0424clp,2.86,298,0.02614814,0.105311057,0.236081132,0.416875006,0.646312085,0.923338573,1.247053293,1.616675559,2.031646105,2.491562925,2.995525972,3.54173041,4.127594584,4.750325835,5.406713076,6.093079974,6.805256389,7.538997154,8.290147509,9.054938056,9.829844984,10.61172122,11.39854024,12.19008455,12.9879883,13.79474142,14.61206134,15.43988469,16.27451146,17.06846971,17.42742332,16.41563093,13.50059003,9.23346395,4.613241104,0.371073792,-3.211506248,-6.162863305,-8.644107156,-10.83557683,-12.88585615,-14.8960778,-16.91820751,-18.96214903,-21.00481031,-23.00190518,-24.87820741,-26.31528144,-25.78358089,-19.25396333,-1.551744659,29.064688,68.12544879,107.0791235,133.8730933,147.8598061,152.4939983,150.4605285,143.6471334,133.2385254,119.6045763,103.7770234,86.75309141,69.19758927,51.70629606,35.02730999,19.25599436,4.277918818,-10.04111344,-23.77626477,-36.86830441,-49.12719706,-60.15610302,-69.7121678,-77.78195212,-84.39254246,-89.55464352,-92.97082748,-94.17490434,-92.88403556,-89.21016078,-83.77253265,-77.23834535,-70.10365765,-62.72736452,-55.34391958,-48.08453351,-41.01467702,-34.16781952,-27.56701355,-21.22643555,-15.13252892,-9.251453806,-3.615797299,1.617550459,6.210475662,9.978219533,13.0897471,16.06816258,19.3983307,23.34572143,27.84107058,32.6369642,37.48493233,42.10360397,46.09673276,49.14212176,50.9917806,51.51402216,50.72459518,48.7202466,45.6827949,41.86274691,37.50169357,32.79064987,27.83614484,22.71265176,17.47712498,12.17378882,6.838005711,1.503853613,-3.761493313,-8.880748221,-13.75857437,-18.24819278,-22.22911349,-25.62200615,-28.37660165,-30.47627028,-31.92729322,-32.74778476,-32.96330199,-32.59853779,-31.68789178,-30.29025472,-28.47976743,-26.33544018,-23.9317706,-21.32949855,-18.57880829,-15.73040917,-12.83647597,-9.948034945,-7.114396224,-4.381782726,-1.789745327,0.628930426,2.848368452,4.849210386,6.618689999,8.150967871,9.447713934,10.51373991,11.35926111,11.99704516,12.44058411,12.70199578,12.79105152,12.7162662,12.4852258
0197bro,1.79,298,0.01773146,0.071535149,0.160625526,0.283922087,0.440270857,0.628630763,0.84816899,1.098221228,1.378028087,1.686964677,2.024441397,2.389553489,2.780626705,3.195721465,3.632687812,4.089211821,4.562869271,5.051161536,5.551600597,6.061886657,6.580103103,7.10481246,7.635031599,8.170012228,8.709859731,9.255531263,9.807897475,10.3668044,10.92986126,11.46744354,11.7325505,11.12335058,9.277648089,6.538470617,3.559234072,0.829998264,-1.451049141,-3.288851321,-4.772765444,-6.001977537,-7.053850407,-7.978053881,-8.800819526,-9.526444245,-10.14318289,-10.62898485,-10.94935148,-10.95468167,-9.881453017,-5.636843947,4.625949412,22.16922485,45.03429132,68.9601643,87.30660888,98.51934264,104.0151631,104.5675927,100.6137228,92.618506,81.32630956,67.98053999,53.6182559,38.84743372,24.10525677,9.70021446,-3.985647619,-16.7368418,-27.97745348,-37.70471636,-46.03890586,-53.02866981,-58.64244743,-62.88270476,-65.84530676,-67.68162447,-68.40850465,-67.87802496,-65.88388853,-62.31611671,-57.27192413,-51.13989242,-44.33677774,-37.18663707,-29.94104498,-22.79314838,-15.8858362,-9.316902603,-3.144353185,2.602394286,7.901882957,12.72580459,17.00320489,20.57966375,23.29416557,25.01451138,25.77362187,25.77751586,25.34548755,24.73591221,24.06143919,23.35234094,22.65225337,21.98932355,21.38510739,20.84896582,20.36925245,19.90833845,19.40529996,18.78669309,17.97634407,16.89016102,15.42938044,13.49716439,11.03643322,8.090995506,4.790919295,1.265254826,-2.361584838,-5.971633087,-9.457500386,-12.72413208,-15.68437971,-18.25654041,-20.36686953,-21.98078433,-23.08403772,-23.67578661,-23.76699575,-23.37904232,-22.5431499,-21.30527446,-19.71599957,-17.83240779,-15.71495484,-13.4272031,-11.03135987,-8.586562016,-6.148400082,-3.768030126,-1.491276968,0.642092284,2.598952598,4.352960438,5.884662308,7.181222907,8.235648449,9.046060788,9.615145307,9.952429211,10.07287899,9.995311188,9.739749402,9.330833628,8.794447937,8.156345905,7.441273936,6.67247906,5.872582773,5.061500415
test1043,-6.7,298,0.087580317,0.353795034,0.796704985,1.414764841,2.20705101,3.171895313,4.305357948,5.600714004,7.049224952,8.642832945,10.37784002,12.25529619,14.27606026,16.4349515,18.72003534,21.11548389,23.60418312,26.16860329,28.7911643,31.45797129,34.16007381,36.89055084,39.64325139,42.41393474,45.20343021,48.02215329,50.8958577,53.86971674,56.9502636,58.44375167,49.24559034,23.84711613,-3.138669217,-16.73529632,-16.86509007,-8.066308763,4.073856235,16.65054973,28.4973097,39.35649094,49.38510385,58.81439884,67.67741989,75.37776928,79.95602461,78.3640736,68.72916806,52.29782381,32.89198077,15.3343853,5.300131613,8.179697975,26.52947905,58.08438965,96.20536599,132.7429948,159.0652485,173.4623676,177.2900669,172.6100382,161.6143739,145.8907205,126.8309342,105.7913103,83.65504387,60.94993184,37.94510192,14.96828457,-7.170056389,-27.97726232,-47.1685249,-64.41260818,-79.35554207,-91.73963966,-101.4162317,-108.3744539,-112.7823958,-114.9064543,-114.9660972,-113.1234408,-109.5247658,-104.2796842,-97.4228158,-89.07585548,-79.43848641,-68.76563858,-57.36695101,-45.60752086,-33.86375781,-22.41050683,-11.39481775,-0.885452836,9.071050096,18.39018259,26.9318333,34.54303296,41.1024617,46.53232703,50.76533979,53.75558377,55.50360907,56.01607683,55.32138737,53.57057918,50.97315822,47.71703427,43.93403925,39.71217323,35.15721562,30.36481058,25.4060684,20.3170678,15.13026596,9.864267166,4.572885717,-0.634171924,-5.624013821,-10.2794254,-14.51528302,-18.29827087,-21.65435628,-24.6590404,-27.41331773,-30.02036806,-32.55208922,-35.02234351,-37.37549714,-39.51498798,-41.30442105,-42.56993139,-43.17758259,-43.01553809,-41.98762447,-40.03590566,-37.15575001,-33.37893335,-28.77617599,-23.46979971,-17.60926417,-11.35969787,-4.920912226,1.453763724,7.479637274,12.89124441,17.47433141,21.08614527,23.6501723,25.15109804,25.63538403,25.19641523,23.95853051,22.07770344,19.71054983,17.01213931,14.14141697,11.25051877,8.470605916,5.869587568,3.467284397,1.268931687
0150mhy,-9.51,298,0.033451516,0.135650752,0.306853982,0.547133221,0.856304125,1.233715539,1.678236234,2.188513777,2.764119276,3.406571747,4.114450972,4.882721776,5.705854404,6.579507809,7.500265047,8.464175292,9.464922485,10.4943513,11.54614565,12.61527948,13.69720952,14.78985852,15.89249063,17.00637855,18.13862129,19.30733131,20.5005105,19.2356485,3.689600648,-15.38577407,-19.66191916,-15.86644785,-12.8434865,-15.50523954,-21.53544207,-24.75255448,-22.59359802,-16.20847415,-7.675737802,1.376004174,10.00200118,17.71376469,24.10196089,28.43713722,29.61575588,26.74275437,19.91870486,10.35959812,-0.395123341,-11.12799394,-20.21964179,-25.03093047,-20.06433828,1.642165227,42.10989866,92.07106984,131.0814841,154.4558948,164.5137468,163.5227748,153.6512837,137.1965032,116.2978935,93.50024754,70.77575924,48.95723488,28.65095612,10.1168158,-6.688025708,-21.95325294,-35.78997421,-47.92599046,-58.25085544,-66.39109919,-71.76761519,-74.09997011,-73.69638213,-71.13200714,-66.97878116,-61.70195257,-55.69351622,-49.21767127,-42.46975028,-35.63322044,-28.94746336,-22.66689124,-16.99529511,-12.0610234,-7.860465909,-4.337397104,-1.408702945,1.025725176,3.066733942,4.821224339,6.394721636,7.868260303,9.273143331,10.5744517,11.71287769,12.65245363,13.36607258,13.86552889,14.19219338,14.36675752,14.38398903,14.27953481,14.12210392,13.96108751,13.80577143,13.60709605,13.27125915,12.6941987,11.77748103,10.44616015,8.669399279,6.465681962,3.881497472,0.991528447,-2.108214048,-5.301875972,-8.470828909,-11.51542694,-14.32968661,-16.81992479,-18.91010167,-20.53388737,-21.64083137,-22.21483172,-22.28447577,-21.91496773,-21.18438908,-20.15904342,-18.87579391,-17.34334404,-15.55990803,-13.53716888,-11.30554501,-8.922590013,-6.469862382,-4.035559417,-1.701166767,0.478803511,2.442756062,4.130803087,5.500284564,6.52374815,7.211167186,7.59943147,7.745173354,7.722550641,7.617633145,7.52271002,7.501561895,7.542976037,7.596402591,7.59524175,7.474258383,7.191589678,6.740233609,6.144771252
0126eth,-3.89,298,0.017725619,0.071660533,0.161418514,0.286438997,0.445945069,0.638784892,0.863592109,1.118742097,1.402533401,1.713504425,2.050548916,2.412650174,2.798524739,3.206384021,3.633803118,4.078157568,4.537128325,5.008712644,5.491057938,5.982276302,6.480308722,6.983118172,7.48933709,7.999155523,8.515094107,9.041708596,9.584526858,10.14946355,10.74136621,11.36233695,12.01144148,12.68732639,13.38711754,14.0584852,14.43912468,14.12533386,13.04767939,11.58127601,10.18372719,9.149529475,8.56836983,8.387290618,8.418758115,8.218650512,7.118511049,4.674522469,1.073367848,-2.995872281,-6.785745823,-9.711237497,-11.64271616,-12.81395603,-13.40182805,-13.22091348,-11.32805157,-6.298932524,2.595773667,14.35951566,23.43129692,28.49481169,30.82312352,31.31570914,30.5833714,28.97889083,26.73852747,24.0272466,20.97405042,17.70424789,14.33134517,10.94847461,7.619900839,4.377077069,1.234605881,-1.795580153,-4.684471355,-7.365511268,-9.732820351,-11.61598323,-12.96647041,-13.85752685,-14.33492424,-14.43718036,-14.23052107,-13.78900973,-13.19031845,-12.49591232,-11.73910844,-10.93107856,-10.07515454,-9.180015185,-8.263833458,-7.347766234,-6.45157838,-5.5875413,-4.77160194,-4.007373204,-3.289142433,-2.607704113,-1.951937202,-1.310161617,-0.666890282,-0.004584514,0.695090263,1.449119803,2.269908145,3.162447779,4.108548454,5.034494783,5.872012084,6.558656217,7.051221332,7.32836858,7.391984288,7.263373266,6.958774067,6.492682173,5.878106841,5.13404034,4.289759717,3.383731129,2.456281643,1.53276543,0.619841446,-0.273258769,-1.133801082,-1.94713935,-2.698098789,-3.372986634,-3.961236942,-4.45462857,-4.847936041,-5.137713856,-5.320170856,-5.398700855,-5.378929126,-5.268147247,-5.075112099,-4.809657922,-4.482418783,-4.104257736,-3.685695293,-3.237299589,-2.770660067,-2.295144253,-1.819319009,-1.351179241,-0.898076764,-0.466564109,-0.062417136,0.309452495,0.645159992,0.941800531,1.19792358,1.413234978,1.588363226,1.72471762,1.824388021,1.889711561,1.923052173,1.926643928
0506nit,-3.95,298,0.019556085,0.079059009,0.178052949,0.315823907,0.491372832,0.703367795,0.950303415,1.230657357,1.543064094,1.886661978,2.260938484,2.665232703,3.098408782,3.558538316,4.043032153,4.549000119,5.07351501,5.613823943,6.167362866,6.731617647,7.303965014,7.881833112,8.463318585,9.048050501,9.637906797,10.23684379,10.85013241,11.48460106,12.14823383,12.84812579,13.58181547,14.24419322,14.4276126,13.67533116,12.05803165,10.0940886,8.29232037,6.937392148,6.098017684,5.720619632,5.706897241,5.94504028,6.236265931,6.090394834,4.747064139,1.722140447,-2.707581378,-7.672036783,-12.24422569,-15.75487574,-17.53407284,-16.62265458,-11.49131134,-1.27764474,12.85233111,27.50745304,36.8656156,41.04856031,41.37206694,39.04978345,35.13850437,30.70579087,26.12493924,21.54005576,17.03755924,12.6686468,8.46058929,4.469610673,0.751578358,-2.661224053,-5.760650675,-8.477011144,-10.74501002,-12.53804502,-13.80837714,-14.53562969,-14.79068719,-14.69470631,-14.33089419,-13.75605489,-13.01301352,-12.12436944,-11.10714477,-10.00630943,-8.878359404,-7.775296381,-6.733995197,-5.76648887,-4.861979413,-3.995014335,-3.137343113,-2.270286759,-1.387112879,-0.49963929,0.359083744,1.136366054,1.755774961,2.135200112,2.242887658,2.144917035,1.967679707,1.819798725,1.76202638,1.804384435,1.936396771,2.139618113,2.394767682,2.678119055,2.957105432,3.192633083,3.346508393,3.388849424,3.304616836,3.096758858,2.781385393,2.377609474,1.897198018,1.349634801,0.748442973,0.107680541,-0.559550348,-1.237463334,-1.907494948,-2.549841521,-3.144866873,-3.671038394,-4.113363519,-4.46279036,-4.714036921,-4.865771456,-4.919711227,-4.880170355,-4.753560493,-4.548178201,-4.273486507,-3.939721345,-3.558169325,-3.139710004,-2.695287483,-2.235717217,-1.771388624,-1.311946566,-0.866160137,-0.441840905,-0.045697,0.316776703,0.641448387,0.925218006,1.165820036,1.361729655,1.512257653,1.617395852,1.678571508,1.698644866,1.681483763,1.631836437,1.554907174,1.45595994,1.339875071,1.211090811
test1039,-15.5,298,0.0965609,0.391311374,0.884768425,1.577822015,2.471339106,3.56495437,4.856220186,6.340556854,8.013162212,9.872281865,11.9182377,14.14857193,16.55620762,19.1301272,21.85549739,24.71392542,27.68586563,30.75210032,33.89490001,37.09844182,40.34832714,43.63161253,46.93874105,50.2681155,53.63245102,57.06242099,60.60549785,64.20156421,66.37640604,64.04475955,56.69738765,42.17203238,18.64296607,-4.800702516,-17.18174541,-16.79202337,-8.078993073,4.300903956,17.57733968,30.56427035,42.94793206,54.66393615,65.26260961,73.24561789,75.92582329,70.73780162,57.55574267,39.48336249,21.24190813,6.922204685,0.509705295,6.956401853,33.18814769,83.17048589,151.1212371,220.6166146,274.1423597,299.1553469,296.2716774,271.6691617,231.8283459,183.4493908,131.4729878,79.34192343,29.91262597,-14.10538233,-51.78737904,-83.2501562,-108.9802158,-129.6227858,-145.787476,-158.021399,-166.7312424,-172.247813,-174.6551589,-173.9772687,-170.4273492,-164.3790252,-156.3191988,-146.542036,-134.9656361,-121.1040808,-104.4567773,-84.90461966,-63.14064425,-40.59158722,-18.75772646,1.13640622,18.3529687,32.6874933,44.31083944,53.50998718,60.49173005,65.39114702,68.38379179,69.70239824,69.55062968,68.02107389,65.10299676,60.74680785,54.90298174,47.62378951,39.17273291,30.01174545,20.66390796,11.64220928,3.441727004,-3.569267252,-9.250893058,-13.68576433,-17.154828,-20.08657393,-22.88378565,-25.80918574,-28.92767263,-32.23379722,-35.71845635,-39.40885915,-43.32471285,-47.39209863,-51.4098551,-55.0796769,-58.0750016,-60.08664408,-60.8918055,-60.39457047,-58.65128985,-55.82642386,-52.14558248,-47.80643758,-42.88603904,-37.3511908,-31.12749582,-24.19849345,-16.62384309,-8.551270877,-0.192963539,8.219463355,16.40576799,24.05526282,30.87864268,36.66820512,41.32440924,44.81794131,47.16606079,48.39959135,48.546842,47.60847097,45.55584051,42.41649859,38.28505703,33.29687565,27.63099694,21.53812813,15.29567397,9.196400848,3.507210833,-1.590407387,-6.049058863,-9.926963671
0425dbr,-9,298,0.038966189,0.158138238,0.358172984,0.639489546,1.001835933,1.443841414,1.963130908,2.556847282,3.222487631,3.959017214,4.762365672,5.624446922,6.537344529,7.495265931,8.494805318,9.533234916,10.60615176,11.70739874,12.8306559,13.9701193,15.12075553,16.28147596,17.45351735,18.63902238,19.84152275,21.06967309,22.29835876,21.18627347,6.872871581,-11.56122123,-15.61950993,-11.02628275,-4.862342765,-2.170690365,-3.222907885,-3.404544712,-1.02132335,3.431042094,8.93765171,14.66193426,20.07964575,24.90264389,28.97340964,32.11542965,33.95980063,34.02389604,32.08850121,28.41609773,23.46481123,17.63962936,11.78400711,7.582033996,8.596637494,19.55624268,42.77136402,75.20353609,104.3927813,125.0936766,137.346316,139.923626,135.2414827,123.848528,106.7218896,86.63814875,65.9013037,45.66610473,26.59359742,9.090125434,-6.765079541,-20.71564047,-32.75010986,-43.0645544,-51.70932541,-58.53696351,-63.28242288,-65.76003302,-66.1276387,-64.81207735,-62.18848916,-58.58984133,-54.26439047,-49.43896622,-44.38306771,-39.33778137,-34.48084647,-29.91659343,-25.70539491,-21.87907073,-18.41793492,-15.27856858,-12.40695223,-9.768658361,-7.348780136,-5.15476039,-3.203903343,-1.493572327,-0.00102419,1.312015445,2.492003515,3.572046265,4.563732648,5.489096764,6.376180089,7.247860434,8.109951406,8.95700474,9.802514599,10.67615217,11.56347581,12.48314167,13.43062292,14.29259427,14.93583583,15.25151954,15.18555342,14.76208931,14.02866127,13.03733486,11.80835632,10.31475127,8.504257464,6.293337029,3.699964105,0.87270385,-1.9884904,-4.717924524,-7.195496711,-9.355590097,-11.18961078,-12.73513738,-14.03186293,-15.10385281,-15.9456284,-16.51948171,-16.78845837,-16.75223107,-16.44405908,-15.90453326,-15.17128786,-14.28241818,-13.27857863,-12.20628936,-11.09775126,-9.956439566,-8.785601875,-7.607213402,-6.442613585,-5.311532914,-4.221149445,-3.176392369,-2.203693931,-1.317937307,-0.521348283,0.187812825,0.812598429,1.350374015,1.79480245,2.142490302,2.394481047,2.556144682
test1010,-10,298,0.087561585,0.354463707,0.800196143,1.424052882,2.224546009,3.198516561,4.340591949,5.643086173,7.096834993,8.694004401,10.43088323,12.30754018,14.32328798,16.47234539,18.74363079,21.12325579,23.59678324,26.1494065,28.76666943,31.43545981,34.14364526,36.8795858,39.63276541,42.39524918,45.16541471,47.95234704,50.77662975,53.67257339,56.67628942,59.20009739,57.00801356,45.48098881,30.01549394,19.58682493,17.05668014,20.24403891,26.13284378,32.85139762,39.66447813,46.41907121,53.16686262,59.96630348,66.72392632,72.71848675,75.71711784,72.37919856,60.92232128,43.09132173,23.1450076,6.078953863,-4.088846752,-4.453066294,6.254181625,27.2072193,55.54724757,87.24673174,117.9384365,142.5306042,158.3488567,164.8056665,161.629321,151.020244,135.2727527,116.143581,95.36268957,74.23719146,53.37184322,33.03416458,13.38687254,-5.187510596,-22.30392435,-37.73654704,-51.31246083,-62.93250054,-72.49307412,-79.92954939,-85.21755054,-88.39716459,-89.58330982,-88.82799305,-86.20536108,-81.78798484,-75.68298126,-68.10895079,-59.41926205,-50.0530342,-40.5184491,-31.3740946,-23.14883711,-16.20001124,-10.59731475,-6.161405476,-2.647303094,0.161630465,2.404861697,4.17652543,5.530122609,6.482770657,7.009212991,7.048199362,6.556580308,5.528959548,4.033652939,2.238870973,0.39054027,-1.246302646,-2.466345272,-3.154214923,-3.245502053,-2.761842182,-1.804879998,-0.510245338,0.97677613,2.521882365,4.001595327,5.279784319,6.230101973,6.766403224,6.842944201,6.417999648,5.445059527,3.944549764,1.988820321,-0.312461551,-2.839391895,-5.499194727,-8.198201618,-10.80910284,-13.20350082,-15.2463076,-16.86114974,-18.03414181,-18.79364818,-19.14930148,-19.07248517,-18.53364993,-17.53420886,-16.12259436,-14.39026764,-12.44453778,-10.39351688,-8.331981878,-6.34471251,-4.500666504,-2.830201656,-1.333580205,0.012240537,1.236702896,2.345907842,3.318670547,4.11583897,4.709286099,5.094487718,5.28980029,5.318565609,5.192109606,4.917169442,4.500616974,3.955634438,3.304753795
